id,orderNumber,customerId,orderDate,requestedDeliveryDate,salesOrg,distributionChannel,division,totalNetAmount,totalTaxAmount,totalGrossAmount,currency,status,paymentTerms
1867fcfc-a2ec-46eb-bbc8-3f1e5dfe01b4,SO-0376,bfac4bba-1cf4-4378-948e-364fe0f1ef37,2025-03-01,2025-04-08,3000,20,01,31212.47,5618.24,36830.71,USD,CANCELLED,NET60
eeb4ef00-f1b4-4900-b32c-58b854b3709c,SO-0377,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-03-15,2024-04-27,2000,10,01,12614.44,2270.6,14885.04,USD,COMPLETED,NET15
5b0c665b-cb27-4e9f-8767-4e905479219b,SO-0378,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2024-02-13,2024-03-13,2000,10,00,56757.95,10216.43,66974.38,USD,DRAFT,NET60
e1342073-e14a-4c57-93de-bad589c1c814,SO-0379,1d8d86e6-c047-4a9f-a2ee-960ab148be19,2024-04-21,2024-05-24,3000,20,00,42746.8,7694.42,50441.22,USD,OPEN,NET30
68715c44-00af-483c-8235-ac4196f088b0,SO-0380,0e138a14-6b59-4a00-86e1-3e46e03fde11,2024-04-04,2024-04-28,1000,30,00,12264.5,2207.61,14472.11,USD,OPEN,NET30
f90c0c90-e782-49f5-bcc8-d56dc1dffb0e,SO-0381,92108758-0155-4f43-8061-3c77e859bec3,2024-03-30,2024-05-07,3000,30,01,38880.65,6998.52,45879.17,USD,COMPLETED,NET30
51c1a667-7342-4527-b3ac-632a91b3fca5,SO-0382,b3c1c861-53a8-42d1-9896-d9f56201110a,2025-05-24,2025-07-05,2000,20,00,77924.65,14026.44,91951.09,USD,COMPLETED,NET45
3385e3b8-837e-4edb-8dbf-585dfb77236a,SO-0383,3b06f677-2b64-4548-85d8-17ce13f3e030,2024-05-24,2024-06-29,2000,20,02,33215,5978.7,39193.7,USD,OPEN,NET45
3688f101-feb6-425f-9752-d8c5da459b92,SO-0384,42580fca-0e8a-4b72-8342-b7c741190aa7,2024-05-03,2024-05-22,2000,30,00,37871.68,6816.9,44688.58,USD,OPEN,NET15
213a9602-4502-43e3-a1c5-6b13457c13dd,SO-0385,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,2024-11-20,2025-01-13,1000,20,01,75605.66,13609.02,89214.68,USD,COMPLETED,NET60
5fb19d2d-193f-4fac-ae4c-1c08b0b6ede7,SO-0386,8c602997-9b9f-4dcb-b137-a3cb262691ec,2024-11-23,2024-12-07,1000,20,01,20728.76,3731.18,24459.94,USD,COMPLETED,NET15
f1dcac4f-38ac-4c37-b4a8-87d0398ab954,SO-0387,633597bf-68fd-43b0-95be-34f67677293d,2024-01-08,2024-01-24,2000,20,00,49174.37,8851.39,58025.76,USD,OPEN,NET60
56bd8237-8cd3-490f-922e-cca553f10f49,SO-0388,3b06f677-2b64-4548-85d8-17ce13f3e030,2024-08-06,2024-09-26,3000,20,02,8695.79,1565.24,10261.03,USD,COMPLETED,NET45
cb1d7a5c-eb5f-471e-9ead-46e1869f14a5,SO-0389,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-08-18,2024-10-01,3000,30,00,13878.06,2498.05,16376.11,USD,COMPLETED,NET60
96db2127-16ca-415b-8c78-a0f8727d406f,SO-0390,c6e2c133-b425-4ab1-918b-65f29e2cd965,2025-03-29,2025-04-10,3000,20,00,66360.97,11944.97,78305.94,USD,COMPLETED,NET60
2eae5448-a96c-4604-8dec-6b814d277fc1,SO-0391,1ec25658-f7a5-4f8c-968e-c4252148ee5d,2024-02-27,2024-03-18,1000,10,00,51160.26,9208.85,60369.11,USD,OPEN,NET60
97cf4240-9468-4bac-92a4-d725035cb080,SO-0392,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-09-15,2024-11-07,3000,30,02,73566.4,13241.95,86808.35,USD,CANCELLED,NET15
e960a2b6-92f2-4192-9246-822f2671ab28,SO-0393,c6e2c133-b425-4ab1-918b-65f29e2cd965,2024-07-12,2024-08-30,3000,30,01,17013.79,3062.48,20076.27,USD,CANCELLED,NET60
f23d776c-5db0-4593-b5ba-c485faefcf43,SO-0394,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-08-09,2024-08-30,2000,20,00,20381.4,3668.65,24050.05,USD,OPEN,NET15
5f253c18-5f07-4fde-b2d0-014e69ef7148,SO-0395,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,2025-03-21,2025-05-16,1000,20,00,21849.08,3932.83,25781.91,USD,COMPLETED,NET45
b1dc3e5f-df1f-42da-a2bc-22d6fc13bd51,SO-0396,22fab182-e8d2-44e3-8bec-19570919be08,2025-04-10,2025-05-06,3000,20,01,9478.74,1706.17,11184.91,USD,COMPLETED,NET30
0826b108-ce98-4f36-91b5-ecb27c8fe639,SO-0397,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2024-07-19,2024-08-19,3000,20,00,827.78,149,976.78,USD,COMPLETED,NET30
18d39cc3-9698-4255-854d-eaa1f79ae6a8,SO-0398,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2024-01-14,2024-01-25,2000,10,00,3566.91,642.04,4208.95,USD,COMPLETED,NET30
844a4d2b-a44e-45f4-8d73-8347a38ba149,SO-0399,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,2024-10-15,2024-11-29,3000,20,02,41797.47,7523.54,49321.01,USD,OPEN,NET30
15fbfcc4-3b7f-4ad9-afc0-f83f8c367bbd,SO-0400,02ee2de6-b631-42ad-9200-bd5f10022153,2024-11-08,2024-12-25,3000,30,01,73390.54,13210.3,86600.84,USD,COMPLETED,NET60
83fedba4-1b5b-4ea6-9604-488000129814,SO-0401,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,2025-02-22,2025-04-06,2000,30,00,14105.03,2538.91,16643.94,USD,COMPLETED,NET60
ddcb0168-21e1-4c37-adee-14f9b215abcf,SO-0402,2729166e-1eb7-4add-9ca9-20ec9f283c47,2025-02-14,2025-03-06,3000,20,01,79494.35,14308.98,93803.33,USD,OPEN,NET60
53fbe14f-ef44-4da4-8e47-3fcf358f896d,SO-0403,b3c1c861-53a8-42d1-9896-d9f56201110a,2024-10-05,2024-10-22,2000,10,01,47538.2,8556.88,56095.08,USD,COMPLETED,NET45
cda56b50-b082-4fd6-a36c-1d96375e49aa,SO-0404,1ec25658-f7a5-4f8c-968e-c4252148ee5d,2025-03-16,2025-04-29,3000,10,02,52858.27,9514.49,62372.76,USD,CANCELLED,NET60
567d4987-24b1-456a-a2ae-919852ac3b5d,SO-0405,c6e2c133-b425-4ab1-918b-65f29e2cd965,2024-08-27,2024-09-21,2000,20,00,58686.42,10563.56,69249.98,USD,COMPLETED,NET60
4a1a8935-7fac-4999-aff9-7bbbe03f528b,SO-0406,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2025-04-13,2025-05-28,1000,10,00,75592.9,13606.72,89199.62,USD,CANCELLED,NET15
9750bca6-a274-47df-9eed-6d5ad22ac14b,SO-0407,e09bfc4d-3954-4bdc-a105-924219deb967,2024-03-06,2024-05-04,3000,10,01,40151.61,7227.29,47378.9,USD,OPEN,NET30
f11d648b-aae1-498d-a010-6c9fc3b9a370,SO-0408,81bc3cee-7f5d-48dc-8181-6d603aa2266c,2024-07-23,2024-09-13,2000,20,00,27833.54,5010.04,32843.58,USD,COMPLETED,NET45
c77ad83d-96dd-4956-a159-5cfb47b74531,SO-0409,1ec25658-f7a5-4f8c-968e-c4252148ee5d,2025-02-05,2025-02-25,1000,10,01,16364.42,2945.6,19310.02,USD,COMPLETED,NET60
6b8111d4-7581-4def-9943-c287faba9521,SO-0410,0e138a14-6b59-4a00-86e1-3e46e03fde11,2024-04-02,2024-04-21,3000,30,02,50660.83,9118.95,59779.78,USD,IN_DELIVERY,NET30
589e1fc8-d99e-429f-861b-732fc09c7daa,SO-0411,9bdd26ed-c368-43c7-89aa-dc3f798ea028,2024-06-09,2024-06-30,3000,10,01,77519.28,13953.47,91472.75,USD,COMPLETED,NET45
7a175071-74a9-4b51-9a5d-264ff554e901,SO-0412,b6f61001-49ed-409a-9c79-e374b3679ec5,2024-03-16,2024-05-07,2000,20,00,31305.02,5634.9,36939.92,USD,COMPLETED,NET15
0b74e997-0683-4fc1-b180-1f0913080e6c,SO-0413,83c5b079-d633-414a-b375-2d508f3089ac,2025-05-27,2025-07-23,1000,30,01,65874.78,11857.46,77732.24,USD,COMPLETED,NET60
c0460535-e106-4a0d-8dbe-aa47bdaa0710,SO-0414,c6e2c133-b425-4ab1-918b-65f29e2cd965,2024-05-23,2024-07-05,3000,30,02,39358.28,7084.49,46442.77,USD,COMPLETED,NET60
bac9ab83-01cd-4326-baaf-a8eaeb4cdca8,SO-0415,30197940-e9b3-4b1c-9d3a-56ec42a311bc,2024-10-18,2024-11-16,1000,20,00,5789.31,1042.08,6831.39,USD,IN_DELIVERY,NET15
cfaeba77-de82-4220-a436-c08501a28cba,SO-0416,02ee2de6-b631-42ad-9200-bd5f10022153,2024-02-19,2024-04-11,3000,30,01,34847.82,6272.61,41120.43,USD,COMPLETED,NET60
b81c0b0d-7287-4bb7-90b9-6548778a21ac,SO-0417,42580fca-0e8a-4b72-8342-b7c741190aa7,2024-09-03,2024-10-01,2000,10,00,23493.4,4228.81,27722.21,USD,OPEN,NET15
eafb9155-24bb-4d29-a690-1d11c6a077c6,SO-0418,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-12-06,2025-01-25,1000,30,02,47581.69,8564.7,56146.39,USD,COMPLETED,NET15
d1b2564c-37be-4c97-ab67-339773780017,SO-0419,81bc3cee-7f5d-48dc-8181-6d603aa2266c,2024-09-13,2024-11-04,1000,10,01,22261.79,4007.12,26268.91,USD,COMPLETED,NET45
c02924b1-3b13-43bd-abfe-ebf25fbff57c,SO-0420,8c602997-9b9f-4dcb-b137-a3cb262691ec,2024-02-04,2024-03-11,1000,20,00,51828.78,9329.18,61157.96,USD,DRAFT,NET15
f6548188-f6a5-4896-b957-8f63132066fb,SO-0421,71910904-e940-496b-8d38-f72d0ae26636,2024-11-05,2024-12-15,1000,30,00,57234.25,10302.16,67536.41,USD,COMPLETED,NET60
d2a8ab53-3088-4557-8ee3-05666449f8f5,SO-0422,3b06f677-2b64-4548-85d8-17ce13f3e030,2024-12-10,2025-01-14,2000,20,00,54286.61,9771.59,64058.2,USD,COMPLETED,NET45
3917a570-f400-448e-af65-50e7e4431d89,SO-0423,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,2024-12-28,2025-02-07,3000,20,00,79999.99,14400,94399.99,USD,IN_DELIVERY,NET30
5305b964-6574-4c98-a7e8-d6ba2a3ec9bf,SO-0424,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2024-04-05,2024-05-26,3000,20,00,27669.3,4980.47,32649.77,USD,COMPLETED,NET30
8e429067-e8bb-46c9-84a5-a77ae29e4c96,SO-0425,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,2024-11-22,2025-01-16,1000,30,00,60430.97,10877.57,71308.54,USD,CANCELLED,NET15
e81696d2-392a-480f-a048-5c769b09c867,SO-0426,3b06f677-2b64-4548-85d8-17ce13f3e030,2025-02-27,2025-03-18,1000,10,02,45279.92,8150.39,53430.31,USD,DRAFT,NET45
2918a1b4-64b0-49c0-b4d5-808dca4700c6,SO-0427,71910904-e940-496b-8d38-f72d0ae26636,2024-10-19,2024-12-01,3000,30,00,4620.89,831.76,5452.65,USD,COMPLETED,NET60
1238bccd-c201-45e3-b191-0a1ff5b8dc8c,SO-0428,7324dc14-27c8-47fe-9a48-8e9c7a845ee4,2024-10-29,2024-11-06,3000,10,00,51519.64,9273.54,60793.18,USD,CANCELLED,NET30
1ca87658-062a-4b4c-b52e-30f863ecef0f,SO-0429,72f5b432-d75b-47de-a702-af5766c139ab,2024-02-15,2024-03-28,2000,30,02,14173.43,2551.22,16724.65,USD,IN_DELIVERY,NET60
da4d44a8-3f10-4728-b47e-40b205f92ff9,SO-0430,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,2024-05-04,2024-05-21,1000,20,02,46853.84,8433.69,55287.53,USD,IN_DELIVERY,NET15
5132c61b-b9c9-41b0-a2e9-a9847afe1fc1,SO-0431,80362182-5357-489f-a3d9-bb50369dc679,2025-05-05,2025-06-26,2000,10,02,72693.16,13084.77,85777.93,USD,OPEN,NET45
8360ce70-744e-4c2a-b0a5-bde37c701c62,SO-0432,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2024-01-12,2024-02-27,2000,10,02,49776.52,8959.77,58736.29,USD,COMPLETED,NET30
55cd2fe7-129c-41ba-b3ec-a595c9eb4759,SO-0433,743a3525-a4e5-42cd-98b8-4f8012132acf,2025-06-23,2025-08-12,1000,30,00,14462.4,2603.23,17065.63,USD,COMPLETED,NET15
25a9fe1e-30c9-41a4-95a9-b48e4e8c8263,SO-0434,71910904-e940-496b-8d38-f72d0ae26636,2024-01-15,2024-03-07,3000,20,00,58415.12,10514.72,68929.84,USD,COMPLETED,NET60
370376fa-d884-48e4-ac54-e4701272cce2,SO-0435,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,2024-12-06,2024-12-13,2000,30,01,66900.89,12042.16,78943.05,USD,COMPLETED,NET60
09a5a4fe-1856-4cf2-808c-c9a5134903e9,SO-0436,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,2024-02-04,2024-02-16,1000,10,02,19573.54,3523.24,23096.78,USD,IN_DELIVERY,NET15
78b88eed-8f70-40c4-a2e6-5fb07a65cbd4,SO-0437,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,2024-10-22,2024-10-30,2000,10,02,78839.21,14191.06,93030.27,USD,OPEN,NET45
d7e50eaa-f35b-4d56-8b87-34dcf6313a76,SO-0438,c6e2c133-b425-4ab1-918b-65f29e2cd965,2025-03-25,2025-04-05,3000,30,00,26517.73,4773.19,31290.92,USD,CANCELLED,NET60
7b669643-072b-4533-96a6-227243a9896b,SO-0439,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,2024-10-14,2024-11-08,3000,30,01,15524.24,2794.36,18318.6,USD,OPEN,NET60
05d767aa-c59c-4dfc-a0ef-6157cf575035,SO-0440,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-01-19,2024-02-22,1000,10,02,16658.3,2998.49,19656.79,USD,COMPLETED,NET60
dec61a11-043a-4acb-9da5-075c658f28a0,SO-0441,3c5ae9b9-1a54-4457-a999-b70388f62882,2025-05-16,2025-07-08,3000,20,00,11815.27,2126.75,13942.02,USD,IN_DELIVERY,NET30
815a2f96-f888-4e56-9e2f-1054553b4436,SO-0442,1ec25658-f7a5-4f8c-968e-c4252148ee5d,2024-11-30,2024-12-10,3000,10,00,57598.26,10367.69,67965.95,USD,CANCELLED,NET60
651fdb06-9bc8-41df-9309-1cab72892f70,SO-0443,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,2024-10-28,2024-11-22,2000,10,00,32018.09,5763.26,37781.35,USD,CANCELLED,NET30
a44b5116-b0fc-430d-b305-52ae8af6f2dd,SO-0444,81bc3cee-7f5d-48dc-8181-6d603aa2266c,2024-07-12,2024-08-21,2000,20,01,51971.08,9354.79,61325.87,USD,COMPLETED,NET45
29f48e30-7963-4ce6-a9e9-325c7ee627de,SO-0445,71910904-e940-496b-8d38-f72d0ae26636,2024-02-04,2024-03-06,1000,20,00,72460.83,13042.95,85503.78,USD,COMPLETED,NET60
c8cc7d0b-28f2-45d8-8787-aee729ff9a41,SO-0446,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,2025-06-18,2025-07-02,3000,30,01,17506.37,3151.15,20657.52,USD,COMPLETED,NET60
77ba1061-932d-4ebe-8e76-df2888aee3b5,SO-0447,3941971d-8354-4750-b19f-258733f9ada8,2025-01-10,2025-01-17,1000,20,02,16875.79,3037.64,19913.43,USD,COMPLETED,NET60
5e1fd4ba-55cd-448c-8369-d167a3f36006,SO-0448,30197940-e9b3-4b1c-9d3a-56ec42a311bc,2024-10-20,2024-11-25,3000,30,00,12331.92,2219.75,14551.67,USD,COMPLETED,NET15
b566d603-dc4d-4eeb-b05a-aa194eac9131,SO-0449,02ee2de6-b631-42ad-9200-bd5f10022153,2024-07-26,2024-09-07,2000,10,00,67242.77,12103.7,79346.47,USD,COMPLETED,NET60
eb4d4456-46b9-4e54-bea6-ef7136cb6477,SO-0450,05c0deef-1297-41f8-ac63-42ba27e45f34,2024-03-20,2024-04-21,1000,30,01,9565.3,1721.75,11287.05,USD,CANCELLED,NET30
30bbd5c8-a859-46ac-9127-571e5291e925,SO-0451,fef071a5-d184-4992-95c6-15731a308120,2024-03-22,2024-04-16,2000,20,01,79085.55,14235.4,93320.95,USD,COMPLETED,NET60
d51d6851-4eb8-4456-987c-ad5085359fa3,SO-0452,e09bfc4d-3954-4bdc-a105-924219deb967,2025-03-08,2025-03-23,3000,10,00,36313.9,6536.5,42850.4,USD,COMPLETED,NET30
e55f0708-9080-4ec1-baac-ecfaa8ea3592,SO-0453,1d8d86e6-c047-4a9f-a2ee-960ab148be19,2024-01-23,2024-02-28,3000,30,00,76384.59,13749.23,90133.82,USD,OPEN,NET30
c65569e4-6446-445e-9adb-16fd6bc7363e,SO-0454,c6e2c133-b425-4ab1-918b-65f29e2cd965,2025-03-25,2025-05-21,1000,30,00,25313.52,4556.43,29869.95,USD,COMPLETED,NET60
17a9ffa2-3c2f-4484-98d1-a1d351dce9c9,SO-0455,05c0deef-1297-41f8-ac63-42ba27e45f34,2024-04-13,2024-05-18,3000,10,02,56135.99,10104.48,66240.47,USD,CANCELLED,NET30
27311ea0-5467-4f73-9e1c-7900fa61a142,SO-0456,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2024-02-04,2024-02-21,2000,20,01,64056.03,11530.09,75586.12,USD,IN_DELIVERY,NET30
02bad3ca-9e05-49d4-867d-f3906840af90,SO-0457,05c0deef-1297-41f8-ac63-42ba27e45f34,2024-02-14,2024-04-02,1000,20,00,44667.28,8040.11,52707.39,USD,CANCELLED,NET30
2d9abb1d-a45a-4f1f-b796-c3f0beda8c2a,SO-0458,b6f61001-49ed-409a-9c79-e374b3679ec5,2025-01-26,2025-02-15,1000,20,01,52055.5,9369.99,61425.49,USD,OPEN,NET15
e74f6b6e-7bc8-4969-8a9e-671284fb9455,SO-0459,42580fca-0e8a-4b72-8342-b7c741190aa7,2024-03-19,2024-04-24,3000,10,02,8344.84,1502.07,9846.91,USD,COMPLETED,NET15
c3dee769-f2a6-4b04-b368-e41ce39ae7f6,SO-0460,ae81f93a-94fe-48cd-bbb0-5a21cb3d21c3,2024-01-31,2024-03-26,2000,30,02,56107.87,10099.42,66207.29,USD,CANCELLED,NET60
cdbd5bee-af59-4269-8395-5d0a4961c910,SO-0461,2729166e-1eb7-4add-9ca9-20ec9f283c47,2025-05-17,2025-06-04,1000,30,01,19627.24,3532.9,23160.14,USD,IN_DELIVERY,NET60
011a80b3-26ab-4007-9997-996922e867d8,SO-0462,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2024-03-27,2024-05-02,3000,10,02,700.59,126.11,826.7,USD,COMPLETED,NET60
32ac2a8a-475c-46d3-a224-53da1ea39bf2,SO-0463,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,2024-01-17,2024-01-27,1000,10,01,38820.12,6987.62,45807.74,USD,DRAFT,NET15
bc868559-c35b-440e-b550-ec624a9a5ba3,SO-0464,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,2025-01-07,2025-01-20,3000,20,02,27216.84,4899.03,32115.87,USD,COMPLETED,NET30
29aef866-170d-4df5-85f6-8ebc099d726e,SO-0465,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,2024-11-16,2024-12-12,1000,10,01,58972.23,10615,69587.23,USD,COMPLETED,NET60
957c9938-45a1-4349-873c-2662c7e2a5e9,SO-0466,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2024-06-07,2024-06-24,1000,20,02,13303.91,2394.7,15698.61,USD,DRAFT,NET30
e7b98a9c-2571-4d76-a676-542d7103e75c,SO-0467,bfac4bba-1cf4-4378-948e-364fe0f1ef37,2025-03-20,2025-03-28,3000,20,00,37249.22,6704.86,43954.08,USD,COMPLETED,NET60
58a2bebd-f708-4fbc-a8b5-4cab182fb2ae,SO-0468,02ee2de6-b631-42ad-9200-bd5f10022153,2024-06-30,2024-07-24,3000,10,02,11307.15,2035.29,13342.44,USD,COMPLETED,NET60
4152541c-706c-4e20-b034-852eda1a7567,SO-0469,7324dc14-27c8-47fe-9a48-8e9c7a845ee4,2024-06-24,2024-07-17,3000,10,00,47560.22,8560.84,56121.06,USD,OPEN,NET30
0a31fa73-f860-4b58-a049-386985586d43,SO-0470,9d09cc50-8796-4946-9dc8-41b88058adf4,2025-01-12,2025-02-22,1000,10,02,50152.51,9027.45,59179.96,USD,COMPLETED,NET15
6dd64089-1336-4d27-a14e-42b3bc623c09,SO-0471,37a7a6be-5b9e-4038-bb16-75500ce74640,2025-02-11,2025-03-05,3000,10,02,11622.48,2092.05,13714.53,USD,COMPLETED,NET30
4bdaecb7-bf2d-452f-9aaf-4958027867e0,SO-0472,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-10-12,2024-10-27,3000,30,00,49233.09,8861.96,58095.05,USD,COMPLETED,NET60
d19ad38c-9635-4fd7-98c1-83deb53cfda8,SO-0473,1ec25658-f7a5-4f8c-968e-c4252148ee5d,2024-10-07,2024-11-11,1000,20,02,20611.21,3710.02,24321.23,USD,OPEN,NET60
462bdc2b-0e15-4422-81f4-7777eac3cc57,SO-0474,0e138a14-6b59-4a00-86e1-3e46e03fde11,2024-07-24,2024-08-04,2000,30,02,77819.33,14007.48,91826.81,USD,DRAFT,NET30
56ea821e-d82d-4392-826e-08b9b0866728,SO-0475,30197940-e9b3-4b1c-9d3a-56ec42a311bc,2024-04-27,2024-06-17,2000,10,02,29296.51,5273.37,34569.88,USD,COMPLETED,NET15
f743d1ef-52e4-436d-a089-81d02ffc3d27,SO-0476,caf3f907-45cd-46ed-b913-b2e0a69d130d,2024-06-12,2024-08-09,3000,20,02,57509.61,10351.73,67861.34,USD,COMPLETED,NET45
dec44f5f-920f-4a0a-a37e-e050d6e2aa99,SO-0477,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2024-02-21,2024-03-05,3000,20,02,61941.62,11149.49,73091.11,USD,COMPLETED,NET60
79616683-0e7a-42de-bcde-79df5108f08d,SO-0478,05c0deef-1297-41f8-ac63-42ba27e45f34,2025-06-14,2025-06-23,1000,10,00,23478.96,4226.21,27705.17,USD,COMPLETED,NET30
a7fda9f1-da7b-4b9e-b40d-abdc31740fbf,SO-0479,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,2024-01-02,2024-02-01,2000,30,02,44318.97,7977.41,52296.38,USD,CANCELLED,NET15
af032c14-a33b-4289-bc37-8e7eb03a86d3,SO-0480,30197940-e9b3-4b1c-9d3a-56ec42a311bc,2025-03-24,2025-05-18,1000,30,01,3831.79,689.72,4521.51,USD,COMPLETED,NET15
74f87554-40c2-4915-bb17-40f15e164265,SO-0481,05c0deef-1297-41f8-ac63-42ba27e45f34,2024-02-26,2024-03-22,3000,20,01,8100.62,1458.11,9558.73,USD,IN_DELIVERY,NET30
b2ceff60-da84-4bb1-925f-29b539dbd3d4,SO-0482,b6f61001-49ed-409a-9c79-e374b3679ec5,2025-06-17,2025-08-16,2000,10,00,17889.87,3220.18,21110.05,USD,COMPLETED,NET15
77996abd-7cb9-4f31-8301-5118909fe543,SO-0483,3941971d-8354-4750-b19f-258733f9ada8,2024-04-01,2024-05-16,3000,10,00,50494.25,9088.97,59583.22,USD,COMPLETED,NET60
4ea26533-a45b-49cb-914f-f2ba79f72311,SO-0484,22fab182-e8d2-44e3-8bec-19570919be08,2024-12-29,2025-01-13,1000,20,01,23033,4145.94,27178.94,USD,COMPLETED,NET30
f8332390-9560-4907-a070-148659c2e8dd,SO-0485,3c5ae9b9-1a54-4457-a999-b70388f62882,2024-01-21,2024-03-01,2000,30,00,43212.28,7778.21,50990.49,USD,COMPLETED,NET30
2a6e9ab5-3aea-4160-846f-997f88391fd4,SO-0486,ca3fcf82-2d0d-4d30-bd5b-17ffb8afce7c,2025-06-18,2025-07-14,3000,20,02,42996.11,7739.3,50735.41,USD,COMPLETED,NET60
a1ece96f-dea9-4ac5-a59f-b628f57ed3f7,SO-0487,8c602997-9b9f-4dcb-b137-a3cb262691ec,2025-01-28,2025-02-28,3000,10,01,65723.96,11830.31,77554.27,USD,IN_DELIVERY,NET15
1dbb533b-cf68-41b3-a0fc-77624fe36325,SO-0488,7324dc14-27c8-47fe-9a48-8e9c7a845ee4,2024-08-11,2024-10-06,3000,30,01,6043.99,1087.92,7131.91,USD,OPEN,NET30
d926acbb-7959-4370-9446-532b220dedfb,SO-0489,3b06f677-2b64-4548-85d8-17ce13f3e030,2024-04-07,2024-04-20,3000,10,00,41952.23,7551.4,49503.63,USD,COMPLETED,NET45
722c5409-9d15-4ae1-83e7-aaa2bccaa859,SO-0490,3c5ae9b9-1a54-4457-a999-b70388f62882,2024-07-29,2024-09-21,3000,20,01,22362.22,4025.2,26387.42,USD,COMPLETED,NET30
a2f815a2-0009-459f-b05a-ab62b28a7b96,SO-0491,659b31f4-9d77-4534-aa3b-0561706bbe9a,2024-01-22,2024-01-29,1000,10,01,79468.37,14304.31,93772.68,USD,OPEN,NET30
1de4f71f-2a6f-4ea2-8e9e-25bd95481d9e,SO-0492,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2025-01-11,2025-01-27,2000,10,01,7096.23,1277.32,8373.55,USD,COMPLETED,NET30
ddf79285-8a16-47ec-a03f-657da0afe337,SO-0493,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,2025-04-21,2025-04-29,3000,20,00,58968.6,10614.35,69582.95,USD,OPEN,NET45
dcc5df1d-c4cd-40ab-8dcb-30f88b88bf63,SO-0494,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,2024-11-10,2025-01-01,3000,20,01,35650.28,6417.05,42067.33,USD,IN_DELIVERY,NET60
4969c5d4-f0c3-4b66-be7c-7d5517a73d1c,SO-0495,633597bf-68fd-43b0-95be-34f67677293d,2025-04-03,2025-05-07,1000,10,01,70031.16,12605.61,82636.77,USD,COMPLETED,NET60
f5043f9b-779e-4f2c-98e4-12e04b300d6d,SO-0496,caf3f907-45cd-46ed-b913-b2e0a69d130d,2024-05-16,2024-06-19,2000,30,02,51159.99,9208.8,60368.79,USD,IN_DELIVERY,NET45
9bfde02d-a3aa-4d5c-9473-d7027df4212f,SO-0497,80362182-5357-489f-a3d9-bb50369dc679,2024-05-18,2024-05-27,2000,30,00,74757.23,13456.3,88213.53,USD,COMPLETED,NET45
2f5c6dbc-b4ae-451b-9e64-53d31b2ede21,SO-0498,30197940-e9b3-4b1c-9d3a-56ec42a311bc,2024-10-18,2024-11-30,2000,30,02,43116.59,7760.99,50877.58,USD,DRAFT,NET15
a9a38709-7bff-4486-8ad8-a5c25eb0aafa,SO-0499,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2025-02-18,2025-03-31,1000,20,00,1493.78,268.88,1762.66,USD,COMPLETED,NET30
06bb654a-a380-4cc7-8958-bddc1cf7aa79,SO-0500,fef071a5-d184-4992-95c6-15731a308120,2025-06-12,2025-06-21,1000,30,02,12652.68,2277.48,14930.16,USD,OPEN,NET60
58cb8f92-4a34-4fb3-8a1e-8c57b6e7fca1,SO-0501,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-06-19,2024-07-28,1000,20,00,52242.16,9403.59,61645.75,USD,IN_DELIVERY,NET60
