id,salesOrderItemId,conditionType,conditionValue,currency,isPercentage,conditionBase,conditionAmount
c16642ba-b9a0-4388-a64b-2fe932ba2f06,ed0b9bdb-8b7c-40dd-aba4-7f3779f4924a,MWST,18,USD,true,832.85,149.91
dc01fa88-836d-40ef-bb7d-1aa3233617c3,4bfd996f-65dd-474f-99ef-bd1bbbc46965,PR00,586.01,USD,false,26.29,15406.2
67dc749b-1b8d-4be8-b4d3-633dcc7968ed,4bfd996f-65dd-474f-99ef-bd1bbbc46965,K004,8.27,USD,true,15406.2,-1274.09
d250a0e0-c9b6-4d8f-beaa-724503331e90,4bfd996f-65dd-474f-99ef-bd1bbbc46965,MWST,18,USD,true,15406.2,2773.12
d297eea1-867c-495d-ae41-d299b71d53f5,994c2224-b80e-4745-9f73-f29e70975cd7,PR00,1558.22,USD,false,44.58,69465.45
4f36c9fe-2f84-4de4-bbb2-9bf3686239bf,994c2224-b80e-4745-9f73-f29e70975cd7,K004,0.94,USD,true,69465.45,-652.98
bdb18b97-73e0-41b5-a9d0-ac1dd7381dda,994c2224-b80e-4745-9f73-f29e70975cd7,MWST,18,USD,true,69465.45,12503.78
e31e2cb4-a291-4ef1-9603-cd326d502be2,e01f63fd-a5de-4323-841d-edc39cea0779,PR00,892.11,USD,false,63.46,56613.3
a295565a-b45c-444e-a5e2-092cf156a28c,e01f63fd-a5de-4323-841d-edc39cea0779,K004,11.12,USD,true,56613.3,-6295.4
01ea58fa-cae7-4575-a371-bdf9964cc191,e01f63fd-a5de-4323-841d-edc39cea0779,MWST,18,USD,true,56613.3,10190.39
d94dfa04-74f6-4f2d-8010-75976c9229aa,a5199843-c9c8-4e92-bf75-d689295466fd,PR00,2214.38,USD,false,94.07,208306.73
6be3c66a-3cea-4e12-b022-c60b5a8e3bab,a5199843-c9c8-4e92-bf75-d689295466fd,K004,8.62,USD,true,208306.73,-17956.04
942d1e6b-6552-432a-b8b6-1494cc28a113,a5199843-c9c8-4e92-bf75-d689295466fd,MWST,18,USD,true,208306.73,37495.21
f6aa5bb0-127d-44eb-8ca0-f49e9cc320f5,a9fda0f1-3f50-4a13-ab17-a855aab5cb7b,PR00,906.18,USD,false,85.77,77723.06
b7003c1a-92d2-4c69-bfde-0162086a58b3,a9fda0f1-3f50-4a13-ab17-a855aab5cb7b,K004,5.13,USD,true,77723.06,-3987.19
fc561c59-4fdb-4a70-857e-a5e7f76ededf,a9fda0f1-3f50-4a13-ab17-a855aab5cb7b,MWST,18,USD,true,77723.06,13990.15
55f86167-a716-4217-b215-24aeb279b0b5,3fbb4aca-78d1-433f-8329-3dc33fa88806,PR00,1545.74,USD,false,94.91,146706.18
b4a0351e-93b3-465d-8978-6f7b9ef3e79b,3fbb4aca-78d1-433f-8329-3dc33fa88806,K004,7.69,USD,true,146706.18,-11281.71
23e6f174-4c28-464e-b9d9-37d4b6b16b55,3fbb4aca-78d1-433f-8329-3dc33fa88806,MWST,18,USD,true,146706.18,26407.11
15d4a2d7-b2e7-4b56-ac92-5fc64f067f24,e8fcedbe-ec32-4333-a8fe-f0eaaa9b0a82,PR00,1435.37,USD,false,68.55,98394.61
609a362f-5a01-4498-9d0f-33fb1e88f658,e8fcedbe-ec32-4333-a8fe-f0eaaa9b0a82,K004,5.47,USD,true,98394.61,-5382.19
a833922f-0184-4285-94a8-01ce7c0489e3,e8fcedbe-ec32-4333-a8fe-f0eaaa9b0a82,MWST,18,USD,true,98394.61,17711.03
e24943c5-6320-438b-ac88-5f90c6a8155a,a4e7e89f-1c35-4920-83db-4261c1a9fdd5,PR00,2046.01,USD,false,67.75,138617.18
80afb1ed-5bc8-460c-bf0f-315a704fd6e6,a4e7e89f-1c35-4920-83db-4261c1a9fdd5,K004,4.52,USD,true,138617.18,-6265.5
7c1a4633-2e54-4bbd-b09e-a74259e892d3,a4e7e89f-1c35-4920-83db-4261c1a9fdd5,MWST,18,USD,true,138617.18,24951.09
56085b5e-7319-4857-8b86-a36512e3279c,14f71fcd-d4e8-419c-a074-1f02a1da21b4,PR00,1866.43,USD,false,75.65,141195.43
5b988f28-6049-47f8-a05c-ac2179e737e6,14f71fcd-d4e8-419c-a074-1f02a1da21b4,K004,9.37,USD,true,141195.43,-13230.01
ea03391d-76d6-4b03-962d-9f63176e84b6,14f71fcd-d4e8-419c-a074-1f02a1da21b4,MWST,18,USD,true,141195.43,25415.18
e3934068-5db0-4c44-8a1d-a11bd7b049b1,fb61e823-e11d-4395-b186-260f38d70fdb,PR00,667.83,USD,false,14.87,9930.63
2f1577bf-3c4a-47e0-adb8-98131908d78d,fb61e823-e11d-4395-b186-260f38d70fdb,K004,0.58,USD,true,9930.63,-57.6
3f13597e-adb0-4449-a6e3-1747ee57a08a,fb61e823-e11d-4395-b186-260f38d70fdb,MWST,18,USD,true,9930.63,1787.51
d2f3f698-63eb-42c7-b5a1-8777502b668d,c36213b1-27d6-4f5c-895d-12c7ab80767d,PR00,794.38,USD,false,81.54,64773.75
ef0a5ea2-0a48-4a0e-8749-1dc82bddef9d,c36213b1-27d6-4f5c-895d-12c7ab80767d,K004,3.44,USD,true,64773.75,-2228.22
3a645b8b-06b4-4a2a-aa9a-eb467800a0ae,c36213b1-27d6-4f5c-895d-12c7ab80767d,MWST,18,USD,true,64773.75,11659.27
f69795d7-6e51-4e0e-822d-f7d5e5e2b288,b5edf525-b579-40a1-8d35-f6e081ceb639,PR00,34.48,USD,false,72.61,2503.59
40bb61ec-de60-43bf-aef6-3ac553e6cd2a,b5edf525-b579-40a1-8d35-f6e081ceb639,K004,4.4,USD,true,2503.59,-110.16
a57450cb-46e1-4a38-a047-9ef3abf8a71d,b5edf525-b579-40a1-8d35-f6e081ceb639,MWST,18,USD,true,2503.59,450.65
bd146682-41c0-4d1f-8922-b6e9c9c3e285,9821840e-7457-4c13-b97f-82e19a389005,PR00,1170.99,USD,false,26.09,30551.13
1880b102-e7b4-4597-bd2a-d01d3cb7972b,9821840e-7457-4c13-b97f-82e19a389005,K004,12.21,USD,true,30551.13,-3730.29
acadf443-00c4-41c0-8b1a-ff0c4911da62,9821840e-7457-4c13-b97f-82e19a389005,MWST,18,USD,true,30551.13,5499.2
2cdd4333-03a5-42ed-831f-1d2fb594b168,6ebd9f6b-2cd5-4d41-a9fb-4beb21fea346,PR00,1808.9,USD,false,45.66,82594.37
f3ec9e0d-5151-4682-94f3-ba3523da9808,6ebd9f6b-2cd5-4d41-a9fb-4beb21fea346,K004,1.04,USD,true,82594.37,-858.98
9316f574-2f97-4e44-8090-b61f40122993,6ebd9f6b-2cd5-4d41-a9fb-4beb21fea346,MWST,18,USD,true,82594.37,14866.99
9e349bd5-c711-40e4-af4c-2e6a49445c97,6edf2ea1-89ea-46e1-a5a3-bf6cbcf71998,PR00,1008.7,USD,false,42.73,43101.75
8d82c0eb-71ff-4a67-8a0c-fee558c17d7c,6edf2ea1-89ea-46e1-a5a3-bf6cbcf71998,K004,12.34,USD,true,43101.75,-5318.76
dca06fd6-683c-4c75-b270-fd0a7f7060ca,6edf2ea1-89ea-46e1-a5a3-bf6cbcf71998,MWST,18,USD,true,43101.75,7758.31
f77669e8-9556-4aa7-8e6e-7b1d5b5adfb8,53240e53-29c2-4e79-8091-2c0576483882,PR00,1177.7,USD,false,74.57,87821.09
a886b1af-77ff-408f-b1ab-37b985658873,53240e53-29c2-4e79-8091-2c0576483882,K004,2.4,USD,true,87821.09,-2107.71
368261e6-af41-425c-bbd0-6bf60399bac6,53240e53-29c2-4e79-8091-2c0576483882,MWST,18,USD,true,87821.09,15807.8
dc2918e4-3f34-4f30-af5d-b0c121502a2a,2c52438a-3754-4040-8567-75fe112e902c,PR00,61.78,USD,false,80.12,4949.81
671dad4d-34d8-4374-88e5-02f17a84acc1,2c52438a-3754-4040-8567-75fe112e902c,K004,4.27,USD,true,4949.81,-211.36
a532ddfb-36b1-46dd-8188-58e77b8345ec,2c52438a-3754-4040-8567-75fe112e902c,MWST,18,USD,true,4949.81,890.97
1bada9a7-ca49-473f-97b5-09be7bb8688f,1c3ef97c-6d37-4264-b84a-b4cf033f0ef5,PR00,430.45,USD,false,83.22,35822.05
4dbbc7fe-b253-4ae3-ae11-e7dd305774de,1c3ef97c-6d37-4264-b84a-b4cf033f0ef5,K004,12.15,USD,true,35822.05,-4352.38
04946ac1-c689-4264-8210-10891ef9ff66,1c3ef97c-6d37-4264-b84a-b4cf033f0ef5,MWST,18,USD,true,35822.05,6447.97
d0211967-088c-40bc-93f4-2ddf373f040c,a2b3f7c9-6225-4148-a32d-121213e5c827,PR00,99.17,USD,false,78.56,7790.8
f03af8cb-b189-4f80-a5d2-e3293f818609,a2b3f7c9-6225-4148-a32d-121213e5c827,K004,13.94,USD,true,7790.8,-1086.04
c3823166-0d94-43f4-8454-7c681efe7bcf,a2b3f7c9-6225-4148-a32d-121213e5c827,MWST,18,USD,true,7790.8,1402.34
9c94c8d7-bbeb-4fa6-a254-1529894d0005,bbe1f4b0-a31e-4199-9fda-fca599e7493a,PR00,475.31,USD,false,83.66,39764.43
5ac061d8-74ee-48f7-a079-702506c16e26,bbe1f4b0-a31e-4199-9fda-fca599e7493a,K004,7.77,USD,true,39764.43,-3089.7
d17753f1-deef-4789-8002-aa2313a03ef6,bbe1f4b0-a31e-4199-9fda-fca599e7493a,MWST,18,USD,true,39764.43,7157.6
30347137-bd5b-4d65-a841-adc2eb9b1c71,3cadea69-2674-4add-986d-16bd2c1335c5,PR00,2156.36,USD,false,84.19,181543.95
3b4b5c32-fa44-452d-a596-8d2a955438a7,3cadea69-2674-4add-986d-16bd2c1335c5,K004,8.75,USD,true,181543.95,-15885.1
4186846e-1803-418a-8520-63d08000ae71,3cadea69-2674-4add-986d-16bd2c1335c5,MWST,18,USD,true,181543.95,32677.91
de813405-0b70-44d6-81c8-1bfb9bf17b2f,a66154eb-4607-4e2e-8b9d-3e5d94ab2156,PR00,594.81,USD,false,54.29,32292.23
5e4b0865-4fe4-4038-a09c-5d937bb93167,a66154eb-4607-4e2e-8b9d-3e5d94ab2156,K004,14.7,USD,true,32292.23,-4746.96
38f68fad-9fb7-4e27-8195-760058e88e9b,a66154eb-4607-4e2e-8b9d-3e5d94ab2156,MWST,18,USD,true,32292.23,5812.6
b3786216-a9c0-4f58-8809-94decbfd9b8b,c9e6b13a-431e-4b36-be26-16460922b971,PR00,1693,USD,false,91.87,155535.91
a3167e82-85bc-44b3-a119-f7a82be49ba3,c9e6b13a-431e-4b36-be26-16460922b971,K004,12.38,USD,true,155535.91,-19255.35
0ab6eda7-e75a-479e-b80b-d2a1b9654cdb,c9e6b13a-431e-4b36-be26-16460922b971,MWST,18,USD,true,155535.91,27996.46
b45e749f-ef08-41ce-9c39-9aa6ed215ee0,9a59dbc2-7422-46f3-89b2-4ab5d1ffb97c,PR00,1228.52,USD,false,27.58,33882.58
50797a62-a35f-494c-b80d-b1b9c6ec7371,9a59dbc2-7422-46f3-89b2-4ab5d1ffb97c,K004,6.69,USD,true,33882.58,-2266.74
cdf186d6-340b-495a-8444-1f828fbd8e23,9a59dbc2-7422-46f3-89b2-4ab5d1ffb97c,MWST,18,USD,true,33882.58,6098.86
a7f85938-1f1f-4704-81a0-51731abb4e1a,d955490e-df59-428e-a3bf-5387f44e5aa9,PR00,1976.35,USD,false,78.64,155420.16
14292e21-ca4c-4175-aa37-6d163b4903da,d955490e-df59-428e-a3bf-5387f44e5aa9,K004,6.57,USD,true,155420.16,-10211.1
b59d73ce-e2a3-4954-bc21-ace3ecfb8d54,d955490e-df59-428e-a3bf-5387f44e5aa9,MWST,18,USD,true,155420.16,27975.63
07dfe449-185b-4b60-90d2-eede6779a240,63ff1d71-2c22-4372-abca-08ebce9c8326,PR00,702.32,USD,false,52.88,37138.68
a3a4e1c5-e9c4-4a65-809c-044935d6bf63,63ff1d71-2c22-4372-abca-08ebce9c8326,K004,6.43,USD,true,37138.68,-2388.02
d92af11c-0be9-42c6-ac27-4f1b55cfb40e,63ff1d71-2c22-4372-abca-08ebce9c8326,MWST,18,USD,true,37138.68,6684.96
74660294-d9cb-4fa5-88c3-c10ed58c1e18,85552759-1817-4b82-8592-08db1e43ff46,PR00,951.04,USD,false,48.89,46496.35
034cf534-464e-4840-851a-782a24443be9,85552759-1817-4b82-8592-08db1e43ff46,K004,0.32,USD,true,46496.35,-148.79
e4532d1c-1d40-4fbe-9556-a36175727747,85552759-1817-4b82-8592-08db1e43ff46,MWST,18,USD,true,46496.35,8369.34
f6da4500-c9a3-4eb8-87c4-ac74bb1a093f,5a755fe7-ca18-4529-ac71-c0d1ffe2d648,PR00,1928.86,USD,false,63.41,122309.01
d8d88a79-e73c-4986-9c44-c138ea85f2e0,5a755fe7-ca18-4529-ac71-c0d1ffe2d648,K004,4.22,USD,true,122309.01,-5161.44
22849bd9-bb4f-4be2-9ef1-560e50969683,5a755fe7-ca18-4529-ac71-c0d1ffe2d648,MWST,18,USD,true,122309.01,22015.62
b692d162-d40f-4194-b647-ad56095fffe8,1af8bfac-24dc-40f5-8923-367bd58f83d1,PR00,1994.99,USD,false,67.79,135240.37
a323ce30-0bfc-4dd7-9784-bd3d315f42dd,1af8bfac-24dc-40f5-8923-367bd58f83d1,K004,1,USD,true,135240.37,-1352.4
bf85a1a4-0092-4678-bc29-1e4548307a88,1af8bfac-24dc-40f5-8923-367bd58f83d1,MWST,18,USD,true,135240.37,24343.27
d68ae999-155f-4d3d-9ea9-27c1ae6bd939,d5f3061e-a1af-4e39-8b9f-7ded7eb23cc2,PR00,1669.33,USD,false,89.59,149555.27
16657d0b-ea7d-4505-82f9-4878e5fee79c,d5f3061e-a1af-4e39-8b9f-7ded7eb23cc2,K004,4.64,USD,true,149555.27,-6939.36
bc21aaea-326a-44ab-9aac-f8655b9fe7cd,d5f3061e-a1af-4e39-8b9f-7ded7eb23cc2,MWST,18,USD,true,149555.27,26919.95
87156e2e-97a4-4e94-ada1-443f994cb222,dc178adf-7dad-4632-8650-cb5b4b2137c6,PR00,2302.25,USD,false,2.98,6860.7
c4e6c425-1f3c-4edc-b29e-23b6ddf44516,dc178adf-7dad-4632-8650-cb5b4b2137c6,K004,4.64,USD,true,6860.7,-318.34
dff2b944-e470-4b09-9387-fdeb32333501,dc178adf-7dad-4632-8650-cb5b4b2137c6,MWST,18,USD,true,6860.7,1234.93
94516b41-1d38-405f-854f-018625782403,b82ffb76-5ddd-4e7f-b791-705f47e6f0b7,PR00,1641.13,USD,false,5.01,8222.06
39a2c8e8-e223-4708-b65b-859a13cbf34d,b82ffb76-5ddd-4e7f-b791-705f47e6f0b7,K004,11.26,USD,true,8222.06,-925.8
58b27dac-5c16-4cb7-b122-8cf97a8bdd0f,b82ffb76-5ddd-4e7f-b791-705f47e6f0b7,MWST,18,USD,true,8222.06,1479.97
872d5c0a-0924-429f-8532-b4e3a6d44da1,0922ff7a-a829-4192-ad04-e3701e4b8c90,PR00,317.35,USD,false,93.66,29723
d5adcceb-cfb4-4791-8ef1-e03c0bfbf19e,0922ff7a-a829-4192-ad04-e3701e4b8c90,K004,5.58,USD,true,29723,-1658.54
f33118fd-ae05-4935-b1a3-060694f13476,0922ff7a-a829-4192-ad04-e3701e4b8c90,MWST,18,USD,true,29723,5350.14
ed95fdb0-1811-42cd-8f98-3a68a8caaf5a,dce5f551-a627-423c-ba97-b55bf0cd2e4f,PR00,67.32,USD,false,56.71,3817.72
562aaf1f-a2b2-4f84-af5b-93d6e325e529,dce5f551-a627-423c-ba97-b55bf0cd2e4f,K004,12.59,USD,true,3817.72,-480.65
9f192120-1646-44df-acfa-9a7074d7fa0e,dce5f551-a627-423c-ba97-b55bf0cd2e4f,MWST,18,USD,true,3817.72,687.19
24ab8bf9-666b-4d26-8f9c-4f36742b0044,2bc8fef3-0ca5-4208-b0e6-59c8820820a2,PR00,53.66,USD,false,98.64,5293.02
06153c57-30b5-49dc-a923-52e4c5ea4f01,2bc8fef3-0ca5-4208-b0e6-59c8820820a2,K004,12.74,USD,true,5293.02,-674.33
32359530-1523-43e0-8131-1acd21305e75,2bc8fef3-0ca5-4208-b0e6-59c8820820a2,MWST,18,USD,true,5293.02,952.74
e8af78b6-463a-45d2-bec8-294f64a42f28,def99f1f-a471-42ad-a7fe-b86d82b82094,PR00,1796.61,USD,false,10.08,18109.83
0eaeffe0-0cad-4d50-9d90-97768248dffc,def99f1f-a471-42ad-a7fe-b86d82b82094,K004,13.76,USD,true,18109.83,-2491.91
a53e9f43-85da-4cf4-b574-46e4150cb0c7,def99f1f-a471-42ad-a7fe-b86d82b82094,MWST,18,USD,true,18109.83,3259.77
940d8566-4b2a-4e3d-bbcf-592f828dceac,13f3208c-7bdc-4e17-a5a0-d0fd760d1f58,PR00,481.31,USD,false,36.55,17591.88
c32141bc-cafe-4c4d-822f-b16b82e93981,13f3208c-7bdc-4e17-a5a0-d0fd760d1f58,K004,3.21,USD,true,17591.88,-564.7
ecd55da4-0f69-44c0-98dd-736b114870b1,13f3208c-7bdc-4e17-a5a0-d0fd760d1f58,MWST,18,USD,true,17591.88,3166.54
99c7afd4-c486-42c9-a089-24efee5bd0fe,2f341df2-dba8-4464-ad7a-4519bf57165f,PR00,662.09,USD,false,5.86,3879.85
2c346d0c-ac82-456c-8230-4be1bbfb9436,2f341df2-dba8-4464-ad7a-4519bf57165f,K004,0.9,USD,true,3879.85,-34.92
06ad6a7d-e50b-4ae1-bd03-ab08b2ca23d2,2f341df2-dba8-4464-ad7a-4519bf57165f,MWST,18,USD,true,3879.85,698.37
f3691196-b9a8-4ecb-ba47-cc70bdab15d6,631488b0-23a6-4700-a78b-7affe6d3470f,PR00,1625.73,USD,false,43.83,71255.75
e4cd7700-f166-41eb-9895-6faff297bc31,631488b0-23a6-4700-a78b-7affe6d3470f,K004,11.96,USD,true,71255.75,-8522.19
b797e08e-5556-42cf-8f00-5e9985efadb1,631488b0-23a6-4700-a78b-7affe6d3470f,MWST,18,USD,true,71255.75,12826.03
cdf11be4-5923-4916-9e7f-2f5acc0ce774,f168f92d-605c-4d5e-b1b7-011bc72c5b5e,PR00,816.04,USD,false,31.68,25852.15
0dcfd543-725e-4d0a-9b8f-d1b8ca1436bb,f168f92d-605c-4d5e-b1b7-011bc72c5b5e,K004,10.67,USD,true,25852.15,-2758.42
9f428a49-50ba-40f4-9a69-b6bc8778394b,f168f92d-605c-4d5e-b1b7-011bc72c5b5e,MWST,18,USD,true,25852.15,4653.39
cffee359-e990-4851-a84f-9a4b14b647f8,b9f807ce-a627-4495-97b1-e485b4e5f133,PR00,1052.8,USD,false,75.88,79886.46
a1fe6075-ef6b-42bf-a016-9689462c9c86,b9f807ce-a627-4495-97b1-e485b4e5f133,K004,1.96,USD,true,79886.46,-1565.77
c24c6dba-331c-4524-9c52-3ee87f578e1e,b9f807ce-a627-4495-97b1-e485b4e5f133,MWST,18,USD,true,79886.46,14379.56
627779f9-f4c0-4c2f-b880-c87e804a87b8,4048cf28-bd6b-44d5-8fab-9833e12ae7e0,PR00,735.45,USD,false,18.36,13502.86
6174fd9b-3c11-4274-beb2-7b927cbef6e7,4048cf28-bd6b-44d5-8fab-9833e12ae7e0,K004,9.42,USD,true,13502.86,-1271.97
632a55b5-1279-4d8f-8d4d-8065f7d5f872,4048cf28-bd6b-44d5-8fab-9833e12ae7e0,MWST,18,USD,true,13502.86,2430.51
fa792c89-a562-4ab5-b86c-d1aeaecf069e,f46c578b-9cc2-4a42-b2cb-04fd98415a36,PR00,1268.07,USD,false,58.58,74283.54
cb296166-3527-405b-b859-cb84dc0497ee,f46c578b-9cc2-4a42-b2cb-04fd98415a36,K004,7.96,USD,true,74283.54,-5912.97
9524d732-2baf-4cc9-a8b8-7fd202091d28,f46c578b-9cc2-4a42-b2cb-04fd98415a36,MWST,18,USD,true,74283.54,13371.04
03e6df24-a10c-436c-8055-576b612bd04c,94c70e1b-a91c-41db-ac68-32d107484ebc,PR00,369.62,USD,false,62.27,23016.24
737e300d-f511-499f-8add-79177d96a87f,94c70e1b-a91c-41db-ac68-32d107484ebc,K004,3.96,USD,true,23016.24,-911.44
fab124a6-a4b5-4c40-aaea-fc1bf24da0c0,94c70e1b-a91c-41db-ac68-32d107484ebc,MWST,18,USD,true,23016.24,4142.92
8a638fe0-e243-4cab-8930-4d71d739f5de,129cd3ea-44b6-4083-9b1a-3a4b65ab1f05,PR00,510.31,USD,false,46.86,23913.13
560b675a-0ff8-4f0c-9acc-69fa34ad351e,129cd3ea-44b6-4083-9b1a-3a4b65ab1f05,K004,8.85,USD,true,23913.13,-2116.31
9c0a55ee-0fe5-4ac8-9266-990eb3c27916,129cd3ea-44b6-4083-9b1a-3a4b65ab1f05,MWST,18,USD,true,23913.13,4304.36
6bbddaaa-7ecb-4dc6-9759-0fa151d839f2,f554c315-e18f-4af4-a6c6-eeacef184669,PR00,69.53,USD,false,52.97,3683
44dcbd0f-9246-4f4f-87b1-93171dc9d045,f554c315-e18f-4af4-a6c6-eeacef184669,K004,10.05,USD,true,3683,-370.14
3894526e-9203-4ce4-9d57-83be0758fe8e,f554c315-e18f-4af4-a6c6-eeacef184669,MWST,18,USD,true,3683,662.94
37bcc3b8-2b20-48c5-ac0b-8f5b5794419e,9589b574-f33f-427f-8676-445bd6757c95,PR00,1918.84,USD,false,43.8,84045.19
ee7b5a12-6250-4732-a0b7-02187abb0b17,9589b574-f33f-427f-8676-445bd6757c95,K004,6.88,USD,true,84045.19,-5782.31
c3c2032b-1c49-4860-adc3-f6e8d625465b,9589b574-f33f-427f-8676-445bd6757c95,MWST,18,USD,true,84045.19,15128.13
ffc7cdda-074b-49e7-8f77-711dc80c8f6e,d3b65ede-014e-421e-a196-43a1a0597670,PR00,316.86,USD,false,73.02,23137.12
941e34dc-6ca9-47f0-b842-bad12486ac34,d3b65ede-014e-421e-a196-43a1a0597670,K004,1.19,USD,true,23137.12,-275.33
90b1e403-efc4-4c90-86c9-928c50caddda,d3b65ede-014e-421e-a196-43a1a0597670,MWST,18,USD,true,23137.12,4164.68
ace32e59-3ec0-4af8-acb6-165832d92829,63733b2a-de24-40dd-8fae-b31b86397c3a,PR00,836.19,USD,false,60.26,50388.81
8f36b358-ee87-47bc-9f43-130ec7cc40a6,63733b2a-de24-40dd-8fae-b31b86397c3a,K004,4.38,USD,true,50388.81,-2207.03
8527adfa-be09-4bac-8256-e3ea1adec88c,63733b2a-de24-40dd-8fae-b31b86397c3a,MWST,18,USD,true,50388.81,9069.99
08b13529-499c-4dd7-a0e0-ee363239bfd6,957d3281-5c70-450a-8bbb-8f0dc7bcc252,PR00,1518.01,USD,false,72.1,109448.52
495a79ef-f4dc-41c5-9fa6-09ff1fd68b0c,957d3281-5c70-450a-8bbb-8f0dc7bcc252,K004,2.37,USD,true,109448.52,-2593.93
a53304b7-4b54-4f30-86a9-7110da8107dd,957d3281-5c70-450a-8bbb-8f0dc7bcc252,MWST,18,USD,true,109448.52,19700.73
e49df11a-586d-4275-b520-3948adb21d04,f339f6b8-f121-42ea-b49c-313ed80aee88,PR00,966.4,USD,false,17.74,17143.94
725432ff-788e-494a-9238-e726bbd06407,f339f6b8-f121-42ea-b49c-313ed80aee88,K004,4.55,USD,true,17143.94,-780.05
fea9d737-daf1-4c8c-9b78-93848cdd3ec7,f339f6b8-f121-42ea-b49c-313ed80aee88,MWST,18,USD,true,17143.94,3085.91
dacf9fd6-1dd3-4296-bd64-96407bf1293c,507ae3a8-5822-4726-a8f0-e00d0b4ead5b,PR00,1644.03,USD,false,1.11,1824.87
fd9076ec-2183-479c-a603-8e7f0a605373,507ae3a8-5822-4726-a8f0-e00d0b4ead5b,K004,14.03,USD,true,1824.87,-256.03
73dbdda7-ce58-4f48-9046-70b0c0e0a230,507ae3a8-5822-4726-a8f0-e00d0b4ead5b,MWST,18,USD,true,1824.87,328.48
6bec443e-2a59-4c0f-afa1-80fc17e46fa9,bf805a5b-c94e-4294-b08e-a0d6d5eae1c3,PR00,1081.26,USD,false,75.66,81808.13
dca08848-1db5-4abd-881a-c6f4a5bdd90d,bf805a5b-c94e-4294-b08e-a0d6d5eae1c3,K004,0.19,USD,true,81808.13,-155.44
fb0b182e-797d-4a0d-8468-a8b248631273,bf805a5b-c94e-4294-b08e-a0d6d5eae1c3,MWST,18,USD,true,81808.13,14725.46
76972a6b-b08e-465c-90f3-39a43cf9d62d,bde483be-5514-4323-967d-798b0131bdd5,PR00,96.16,USD,false,69.92,6723.51
d3b3b778-9e6b-45d2-a428-34e95d9606cd,bde483be-5514-4323-967d-798b0131bdd5,K004,14.46,USD,true,6723.51,-972.22
5bd26e75-c37e-47f5-851f-8eb152443eaa,bde483be-5514-4323-967d-798b0131bdd5,MWST,18,USD,true,6723.51,1210.23
f3edb126-a0ce-4664-a51f-64b8794fc68d,b1879581-0dd9-41e4-80a1-fddf3c4c8f4f,PR00,1577.26,USD,false,18.2,28706.13
485ce9a4-7971-4615-b74a-a3e07586650a,b1879581-0dd9-41e4-80a1-fddf3c4c8f4f,K004,8.81,USD,true,28706.13,-2529.01
2f8ee019-88d6-40e8-9e3a-eda8304e3f7e,b1879581-0dd9-41e4-80a1-fddf3c4c8f4f,MWST,18,USD,true,28706.13,5167.1
fef53596-7467-40f9-afd8-08fbabb237b6,2a737aac-edaa-42cd-9b8f-65fdfdb23b78,PR00,1640.42,USD,false,57.46,94258.53
97be9aec-6649-4616-913c-cd9a8cb2c6db,2a737aac-edaa-42cd-9b8f-65fdfdb23b78,K004,8.71,USD,true,94258.53,-8209.92
7c5efda5-08e7-4c50-bf08-5c8ce246fd82,2a737aac-edaa-42cd-9b8f-65fdfdb23b78,MWST,18,USD,true,94258.53,16966.54
b5ca2a75-c9a9-49d9-a5b8-cade08646716,e8044f3e-f719-4ae7-accc-2bc1508fac31,PR00,585.23,USD,false,17.38,10171.3
738964e8-ea3a-49e9-8999-19e61394571c,e8044f3e-f719-4ae7-accc-2bc1508fac31,K004,9.05,USD,true,10171.3,-920.5
a3de116f-08c4-4bc4-a6ae-e8c192fd183b,e8044f3e-f719-4ae7-accc-2bc1508fac31,MWST,18,USD,true,10171.3,1830.83
4e3e8481-53b3-4cef-9b6e-cae6aa194445,189ebcc3-09f1-41bc-9d53-01b20241d5a2,PR00,2152.3,USD,false,60.83,130924.41
6ce2e831-bfb9-44e1-98cf-4b07e9ea65be,189ebcc3-09f1-41bc-9d53-01b20241d5a2,K004,5.24,USD,true,130924.41,-6860.44
d55645d3-0ecf-40e2-9cd6-9bd5f1877893,189ebcc3-09f1-41bc-9d53-01b20241d5a2,MWST,18,USD,true,130924.41,23566.39
0d68e225-1a16-48f8-a836-33a46eaf086b,b8dab756-6658-4975-864f-cf5c5c6a5fc5,PR00,1291.51,USD,false,69.82,90173.23
1e2acaac-636e-4db1-9fd9-e87233b30b57,b8dab756-6658-4975-864f-cf5c5c6a5fc5,K004,9.9,USD,true,90173.23,-8927.15
64ccee21-c592-4352-a68c-16381078e500,b8dab756-6658-4975-864f-cf5c5c6a5fc5,MWST,18,USD,true,90173.23,16231.18
70248894-2f61-4cda-beaf-3022f5981b21,5414af00-8cdc-402e-b147-577d74cc83d9,PR00,274.35,USD,false,41.85,11481.55
b99dfdde-b1e9-4546-8ceb-32a0d3c2456b,5414af00-8cdc-402e-b147-577d74cc83d9,K004,8.76,USD,true,11481.55,-1005.78
00ed25d8-d1c2-4c9a-8763-3289614f0d21,5414af00-8cdc-402e-b147-577d74cc83d9,MWST,18,USD,true,11481.55,2066.68
483f32a9-e8ff-4b69-b8f1-f5bef6b31c67,0dc3ef08-4a28-47f3-9244-afcfca93ab99,PR00,344.85,USD,false,48.55,16742.47
68a72435-e1ef-4e96-96e8-0f2f3167eff5,0dc3ef08-4a28-47f3-9244-afcfca93ab99,K004,6.06,USD,true,16742.47,-1014.59
