id,deliveryId,salesOrderItemId,itemNumber,materialId,deliveredQuantity,unitOfMeasure,batchNumber
6a8acb63-18b7-4c25-8813-fc779fca081f,ceecf3f4-aecb-4b8c-9d4c-dde149bd752f,8bcfc643-b83e-4f2c-bf0c-ed42a9167d75,20,3657e2ea-0055-47e2-96be-837f36090a1e,5.88,L,BATCH-98141
4f87afc6-5bc1-4b99-9077-a5fa70649de8,2b4a1f30-2f33-4ec6-a8e2-0743606ceca9,7d1eeb88-ee1e-41f2-89a0-bea01cb109e1,10,19d60529-c330-4086-a555-1df208027bf5,87.6,EA,BATCH-14883
746e108b-2a32-4050-932f-ca0dcd06e102,933c4620-bbb0-4b7c-a9b1-0f990aa1f87f,8d0a5eb5-ee0a-493e-a863-238d5f2c41f8,10,0129d1e5-34be-432f-8d26-2a86547037eb,27.77,KG,BATCH-50413
b7326433-9587-4080-9cdb-bb045438d6b7,933c4620-bbb0-4b7c-a9b1-0f990aa1f87f,24a61b42-72ce-4baa-9266-82806cd65cc5,20,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,99.59,L,BATCH-50842
0e047d22-be71-45f4-b00d-add7a8d0e2a5,39bcc3a9-6b96-4d98-bef9-eef986d07e86,a4a84a4c-7ea6-4956-bbf3-6ad9a7ba4589,10,8212680e-288f-4a8e-8c15-7a6d69b07ed9,76.27,M,BATCH-56158
1fd5fa9c-0266-4714-bd81-d15a8bb47c76,39bcc3a9-6b96-4d98-bef9-eef986d07e86,50c427bf-7659-4ed2-ba71-1c980deaa3ab,20,63aeb6f6-eb50-464e-b2a7-1202b242b365,22.94,EA,BATCH-30107
7c374f11-f7b6-4bf9-b079-1309718f9e38,57d5593a-ae2e-4398-a8f0-f01ddc5071f8,8e64e425-6f98-4f1c-bf6a-f6c59df93585,10,23ad7741-05f2-4277-a4d5-ba0d88bd3389,37.35,L,BATCH-86390
4784fbc9-bef8-42df-a2c0-019f76d58280,57d5593a-ae2e-4398-a8f0-f01ddc5071f8,0d38fbd9-7fcc-467e-8640-5176c648473c,20,ef19e1a6-fbf1-4f06-b051-90eaf1e64f9b,38.44,M,BATCH-91848
798a576b-388c-4d8b-95fb-a94cd8f11906,c2dab5a6-9525-46c0-a90b-c99a35271aa1,27f978d6-ed64-41db-85b5-8aacce569e81,10,606bdfe1-a2d7-444a-adf8-b26de30af02e,90.69,EA,BATCH-88872
1dc781bd-f2a5-41ad-9d9b-bdcf8ac6001e,c2dab5a6-9525-46c0-a90b-c99a35271aa1,77c16e82-2a19-4e88-9bc9-e8b2fde315d0,20,cf6a321a-ae89-4ee5-9ff3-2e826e06e09c,9.31,EA,BATCH-49419
c3ab0a68-ff20-4561-9768-286e7d4f50be,028c0567-ea63-47e5-80b2-2961f7269b5f,8aec9c65-22ae-48ec-a10c-9e9f7ae758a8,10,05663a58-f417-4410-9919-81dc296bc9de,86.15,KG,BATCH-62576
9def9f96-e49d-40c9-906c-55ceb2002476,028c0567-ea63-47e5-80b2-2961f7269b5f,7880d86c-3809-4896-9b59-0d726d55166d,20,f77d83ce-223c-49db-abe6-1ca3995e1d41,33.81,EA,BATCH-28841
19bbfd63-6268-442b-a01a-baccf435092f,556148b4-5420-4429-a643-fac1bc97516a,ec844eec-c25f-40fc-82ee-498bc127dc65,10,923a40e7-4179-46a2-9e13-d3c5526167ac,53.18,EA,BATCH-48449
3f581f71-4f59-4b25-b48b-ff20bd50ea5b,d527bb6c-46dc-4d2f-a306-5c375573b22c,74996cb2-cc44-4a2e-addb-f118b37acaeb,10,cf6a321a-ae89-4ee5-9ff3-2e826e06e09c,59.09,EA,BATCH-45866
0590727b-8080-497c-8bce-2095dfdd3d51,f821a025-d6fb-44bd-a65c-e50419bb3d37,ae3abb99-8adf-4e70-9d86-8311d21f5c26,10,048b08eb-6a25-4330-aee8-1d400d65d555,60.84,EA,BATCH-33871
2aee3078-c487-420a-8a8f-977f53161de4,f821a025-d6fb-44bd-a65c-e50419bb3d37,32e25287-b08f-4433-bcfa-e1fe7de99a07,20,2d2943ca-b821-41dc-bace-076cf9cef22a,63.36,M,BATCH-82121
07368aca-dd40-481c-b7f7-c123a268ef7f,f821a025-d6fb-44bd-a65c-e50419bb3d37,42a4bb6b-ea71-4b16-a168-9d09538ef056,30,05663a58-f417-4410-9919-81dc296bc9de,14.76,KG,BATCH-65024
19967497-e516-494b-a83c-4b036c9310eb,76c1456b-11ec-43ed-8693-de8ebc8601dd,2e4ffe8e-67b2-49e9-9722-1fde9bc93ed9,10,62ff749f-d361-43f1-9752-4e95965739ef,7.66,M,BATCH-13838
89e3ae70-9da8-432e-bd29-c9356bffbe29,f40c8ed2-5e2d-4665-b48b-105d5b00bf43,5aaae8f1-e280-4060-a18a-b1b0d7ab5fe4,10,4c6feac5-6f20-46ec-9728-341ee162a94f,40.99,KG,BATCH-50087
11112a01-f198-4c33-852a-c05e270d88a3,f40c8ed2-5e2d-4665-b48b-105d5b00bf43,fc2acea2-3cf7-46be-859f-cd77ccec3585,20,55b9a745-66ce-4c3a-b79e-9b38fb0d831a,54.93,EA,BATCH-66886
fdefa460-0423-47ea-b078-077faac7fdd5,f40c8ed2-5e2d-4665-b48b-105d5b00bf43,1dde1229-d3be-43ca-a220-807d99bf286f,30,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,70.68,M,BATCH-38432
d9cf81af-e37d-44b0-8bde-4149c6d9554c,68d22cc4-50eb-4c91-9796-380ec1339907,85424d61-1474-4e37-88f6-db5062657121,10,942d50b8-1d33-42b9-af10-03ede4f4e736,54.73,L,BATCH-76706
f535dadf-f09b-441f-b8ce-addb2d752936,68d22cc4-50eb-4c91-9796-380ec1339907,33c37695-01d4-45f9-b228-d8578b417521,20,398ff173-86e4-4b2f-a929-3221e8d239c6,55,EA,BATCH-10210
b0d176a8-df62-457f-b730-093522751fcd,68d22cc4-50eb-4c91-9796-380ec1339907,cad46eca-fffc-4869-a2d3-0e09ac1da0c7,30,7b659ef4-3894-44e2-a994-b9eb07053586,66.8,EA,BATCH-78700
12ced174-863c-4b55-a3ce-6ea3e1ffbb36,68d22cc4-50eb-4c91-9796-380ec1339907,7394d4d6-a07b-40dc-b8d1-cc7742694a26,40,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,64.77,EA,BATCH-55344
9cf00f89-e431-47d9-830e-b75b5c05c22d,b80fa945-0f4d-4ea5-b41e-fac6ddb1ae2d,f56544be-a1c2-48c7-bb77-154948ce93c8,10,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,71.92,L,BATCH-33416
0023e951-c0c1-448f-9702-52ad9df9d3f8,b80fa945-0f4d-4ea5-b41e-fac6ddb1ae2d,5e03df01-8dbd-4886-b8e0-627465d75ebc,20,7bfcf829-7d62-4fc6-9c9c-fd9998125eae,14.9,EA,BATCH-74921
833e8e6a-c306-4f88-aee9-a37a1173227a,b80fa945-0f4d-4ea5-b41e-fac6ddb1ae2d,e0e5ab6f-af26-4620-a29d-a5a4e772a88b,30,be1d466d-3f31-440e-b94d-6a8e92106328,9.07,EA,BATCH-74954
3ba38758-ce12-4b04-9c4d-76135b6416ef,c6c2e538-86b2-4456-b204-30fc6dc65203,c11900f4-387f-45c7-9146-bf94a75d3e98,10,1ddc7586-3513-4258-affb-374e39a30335,22.12,EA,BATCH-51611
92763a46-d68c-4189-869d-1ffebed9e005,2fe1dda4-6cf4-4a37-bef0-1ab52ab06c2c,32a86467-0016-4033-843f-98a9b01b05ce,10,eb441e4c-7209-4ad8-949b-7dd500718446,86.8,EA,BATCH-42848
4bc156fa-c02b-4482-b460-63adf06e962e,2fe1dda4-6cf4-4a37-bef0-1ab52ab06c2c,7a8e474a-ef14-49eb-a58a-bbae9a61d36f,20,3657e2ea-0055-47e2-96be-837f36090a1e,33.93,L,BATCH-87109
244a9e67-6f0c-49ad-9339-0013001b4231,2fe1dda4-6cf4-4a37-bef0-1ab52ab06c2c,639f3849-fe14-4fa7-b48a-93854e5d235b,30,3e9d4440-3f78-4da8-a691-54bce30640ab,74.06,EA,BATCH-11311
38c70386-4535-4895-b195-24e7736e7d4c,fe1f47e9-ecae-4bc0-9216-0423da671e2a,7b55b73c-da30-45e4-8653-c803c110c336,10,916f33e7-d13f-4488-88f9-2788366d06f6,27.21,EA,BATCH-16054
3f570cb0-4f0b-47df-b59d-e4e11e9f8d44,fe1f47e9-ecae-4bc0-9216-0423da671e2a,3ef6296f-0df2-4b2b-b0ef-308af895abb3,20,4863e377-26a3-4feb-9532-ffd35c4228ba,50.31,EA,BATCH-49645
c66a7177-f4c9-42e1-8efd-a551a06c3f08,fe1f47e9-ecae-4bc0-9216-0423da671e2a,c6666513-6829-4c5a-aca4-7c1e0cd3c093,30,897626ce-5edf-4d27-a1e6-4f22a2b22f36,32.54,M,BATCH-64914
4b178238-4c9d-43a5-9486-9739dec4204c,fe1f47e9-ecae-4bc0-9216-0423da671e2a,8742972c-90dc-4e3b-9a07-e247bbaf2051,40,1669eed6-fd27-45e4-bbea-db85a5a0ad3c,80.34,EA,BATCH-80314
5d3b3c2f-4259-48db-b59b-885bee07af6c,7b8efbb4-7ad4-4e5a-9127-5c85ac503820,08f024db-8d52-4889-9f19-d5cddedad332,10,3f8486a5-5a05-4011-a27a-59d0d1e19578,87.36,M,BATCH-77878
4c670ab6-7d49-472a-b6a8-06b8f7dfed42,8aee75f0-85f9-41f7-bb2c-eb50959ddd45,6df51545-1690-4731-bbb0-d16a2ca65a79,10,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,39.84,M,BATCH-69901
031914a6-1bcf-4994-bd04-149da51ebd67,8aee75f0-85f9-41f7-bb2c-eb50959ddd45,8ab4ec5d-c935-4887-8b28-348c3fd837ed,20,0ba6b064-c020-4397-9342-d2599bc6fdb4,61.69,EA,BATCH-67294
1795aa27-cab5-46e0-8737-41345fcb4fd6,8aee75f0-85f9-41f7-bb2c-eb50959ddd45,48d4d8a5-769c-4b99-8d06-4e8affe905c4,30,9f2ef52a-e72e-4b39-bb4e-c3775a065999,93.13,M,BATCH-64431
cb2984c8-a320-44b0-bc16-0bdb66344757,9f5c6a8c-9c55-4c35-b613-da63ef419138,3e4aeabb-7681-4fa4-a289-ef85e83f00b8,10,65c739f9-760b-4757-ac7b-402d401e670c,83.51,EA,BATCH-57442
fc1967e3-8605-4857-b18b-34237c0d0466,9f5c6a8c-9c55-4c35-b613-da63ef419138,9768eecd-e728-4ad8-a186-ab0f336233ee,20,1669eed6-fd27-45e4-bbea-db85a5a0ad3c,81.04,EA,BATCH-22237
2b007769-1dfe-4daf-9ef8-b5c74dcecc1e,9f5c6a8c-9c55-4c35-b613-da63ef419138,221284d5-f6e8-4cb0-b2cc-4c2e5ce45a5b,30,a802c0b1-d9cc-4fc5-8ed7-fbdaadaf0368,12.92,EA,BATCH-29404
f220e226-750e-403d-9aa1-02aeaecac28e,9f5c6a8c-9c55-4c35-b613-da63ef419138,c523e412-8aa5-40ec-bf9a-e4c92988b220,40,b2e3333f-7123-4a91-8a57-9180e07b840b,91.61,EA,BATCH-37046
1b0f833d-dc47-4904-935c-c55d49ec1f11,0fda7550-20a3-4511-a65e-cd98f2b34eec,af9437ee-11a7-4fbd-903b-aed1bc3d5f53,10,3f8486a5-5a05-4011-a27a-59d0d1e19578,66.04,M,BATCH-36213
fb70ec89-5182-4b50-b150-449a35255c3d,e884adc9-85ef-4d74-b4f8-925bf8b671cb,8e473444-159e-44ba-8e42-128b94a06e22,10,903b109a-a48e-4805-bf97-eeb56a6e5694,56.09,EA,BATCH-27882
c765d0b1-d62d-4bdd-a115-f91290076622,b39040f2-5fd8-4152-9637-f901afde3c72,1a909b0e-050d-4aed-ac38-1565cd0df013,10,897626ce-5edf-4d27-a1e6-4f22a2b22f36,67.45,M,BATCH-44311
a1d68011-19bc-4857-8663-bc8767678dc9,b39040f2-5fd8-4152-9637-f901afde3c72,5e7ef57e-1794-410d-96d7-3ff6a1563691,20,5ec06018-e735-4226-8f50-3e576633a224,25.98,EA,BATCH-98050
95bebb9d-1a17-43d1-8a0c-5701abd2a26f,9c35c56b-0760-4073-afbc-fa1c301485ef,04763fa2-40c7-4b62-aa6b-9e4eb003f576,10,7c2b9c81-5019-4515-be37-fab9c68881f0,95.19,M,BATCH-90535
71c6dc2a-6df4-421f-890c-fb6437f81d64,9c35c56b-0760-4073-afbc-fa1c301485ef,daf833e2-ef00-4d05-a24f-558c9a4539e3,20,e8d510ea-fe69-4369-b50c-de4c7f906648,81.29,EA,BATCH-35178
28bb88d1-aeb7-4671-8479-c0b3cf9bd757,9c35c56b-0760-4073-afbc-fa1c301485ef,2cad6397-8e35-4189-9f52-4ad9826bab71,30,62ff749f-d361-43f1-9752-4e95965739ef,50.76,M,BATCH-61293
a9866ceb-6a2e-483f-bc09-34ab6edf0aee,9c35c56b-0760-4073-afbc-fa1c301485ef,e2ba0541-cfdb-480d-adf6-e126fa49c5e5,40,2f6695f6-c0f8-4361-813f-96dcab7d7341,97.71,EA,BATCH-36905
2b9c45b0-35bb-4652-8f63-63685089c314,25a7dc34-b7b3-43a4-812f-8c113fffd529,7e4ca14e-6628-4ce5-9323-19bf0d1d06e9,10,b19f6295-6748-4092-97e7-2b8267f9b702,97.06,M,BATCH-56823
1bf75e34-8d1d-4d66-a6a7-8e561adbcce3,25a7dc34-b7b3-43a4-812f-8c113fffd529,879fe720-ee1f-45bc-9e38-c02159ef3acd,20,63aeb6f6-eb50-464e-b2a7-1202b242b365,70.16,EA,BATCH-44886
e031e353-3a72-4203-9cd9-9db312d82e45,25a7dc34-b7b3-43a4-812f-8c113fffd529,6a227911-a2b7-4fc2-bd08-5a550cba2ae8,30,7d177d6b-d62f-41a7-8654-b52558463c23,4.79,EA,BATCH-74154
eeca2df7-cd45-4ebd-a0c4-0a5d2c1a8514,5b31225c-90b9-4440-9be1-ba4a9970f705,78fc46d7-f62e-401e-b2e4-ae4f08558260,10,4cbb1d69-dd4a-45ea-98f9-88012dac76c5,91.27,L,BATCH-16502
589fbc41-8f67-4464-a11b-4ad589bf3ded,503088a3-e897-4d5c-b659-08f433b66e5a,6f1913a0-26b4-480c-9eb5-97a17391bd99,10,65c739f9-760b-4757-ac7b-402d401e670c,63.54,EA,BATCH-71336
24901aab-06d8-4f78-98f5-675bd9c3cb88,dfbd3c3c-7b86-4993-944a-7625e586b7a3,e9a3aeac-75bf-4ca4-8d74-b998b335bb9a,10,942d50b8-1d33-42b9-af10-03ede4f4e736,27.21,L,BATCH-85528
b0a2b5ad-1de9-4fd3-86c5-43a507d50039,dfbd3c3c-7b86-4993-944a-7625e586b7a3,63fde1be-fa1e-4d7c-9b22-0c5cfe199b02,20,1ddc7586-3513-4258-affb-374e39a30335,60.57,EA,BATCH-94535
e193ec92-c3e0-44fa-a6dd-9e940fe104b5,9ff61f37-fde6-4e0e-ac9e-0e7d9007d75a,726e987f-c894-400b-ae50-f48b0f037891,10,1856654a-a340-4b51-b787-39d4a6aac92e,68.16,EA,BATCH-64507
d39ed7b5-9c0a-4220-9f9f-e980b96ffad9,9ff61f37-fde6-4e0e-ac9e-0e7d9007d75a,15f8ea62-2c93-4748-903d-a019c1e7dacd,20,55b9a745-66ce-4c3a-b79e-9b38fb0d831a,3.35,EA,BATCH-16898
24d97e51-a90b-4723-a4d6-34e6fee7bc4b,081ffe59-2882-4acd-a8a8-7be7ad9b2039,684dc1c0-4382-4453-bde5-6fef0eb8c82c,10,0129d1e5-34be-432f-8d26-2a86547037eb,76.79,KG,BATCH-42111
1de659d9-6215-4a0b-a88a-629b2fd73a27,081ffe59-2882-4acd-a8a8-7be7ad9b2039,bdbfd317-ff8a-4c65-bc21-976997517057,20,eb441e4c-7209-4ad8-949b-7dd500718446,34.77,EA,BATCH-20617
253a6433-4a19-45c1-bbfc-7be045e9bda8,081ffe59-2882-4acd-a8a8-7be7ad9b2039,8a19b1be-5ba5-44f2-ae74-58a6c5db84c1,30,79249b25-fc57-4b33-bce7-0d2f28d5448b,30.22,M,BATCH-55446
2cf4e348-9fcd-4767-9325-c017163945d4,d74482e9-5eb6-4029-a374-53b414f33eea,64fcf0e4-0988-4ba1-8d82-276f986f3b0a,10,2a647296-1fa3-49bc-8c17-c1238d4ff225,76.83,EA,BATCH-56740
785704d0-5f99-4724-a553-089ba0a1eb98,d74482e9-5eb6-4029-a374-53b414f33eea,da840f66-1c2f-4dc6-9be4-4137ec97d1c0,20,5a80ee4f-c974-4014-942b-4f577beed7d8,88.05,M,BATCH-26824
c22e08d2-52a0-4d1d-8f99-1b5e1d15fa82,b88e215a-043f-4f70-9b22-e6dd1b0c894b,154a9e99-5a53-4dc1-aa4e-7f65c96e1f36,10,63aeb6f6-eb50-464e-b2a7-1202b242b365,49.21,EA,BATCH-88188
2e5a3847-2b63-427e-8533-762052c656bf,b88e215a-043f-4f70-9b22-e6dd1b0c894b,8cfbc90e-3c88-44ca-9b16-d8b8b2bdb36c,20,3f8486a5-5a05-4011-a27a-59d0d1e19578,79.08,M,BATCH-82226
4967ae53-16b9-49ce-bd7e-03fa62c707d6,b88e215a-043f-4f70-9b22-e6dd1b0c894b,0acad602-0e24-42c0-9d33-1092f3d103c3,30,cc208472-9d81-47c8-a86c-888d713bd284,38.24,EA,BATCH-35046
fe994848-dda4-4d31-9f28-e69e1bdc1159,e3662a7c-3166-4cee-a9b1-68ac1be43971,3285aca6-0227-4742-bdb6-219ba449e0ba,10,71b984e7-ae44-447f-8197-720036bc84d1,90.12,KG,BATCH-10769
e6e52938-3d24-427a-a032-ae6fb7da6452,e3662a7c-3166-4cee-a9b1-68ac1be43971,aeb4d9cf-6eeb-4d55-b748-d60c058bf9a7,20,17308517-ece7-4c84-9585-04cf9b3cebe6,20,KG,BATCH-97122
07ba9451-ba54-4f4a-b1b4-7defc14df596,e3662a7c-3166-4cee-a9b1-68ac1be43971,0ea50463-2822-410c-9302-4c447b7c4b30,30,be1d466d-3f31-440e-b94d-6a8e92106328,14.19,EA,BATCH-16992
36e79845-bac3-4631-9f18-af263d80c42e,e3662a7c-3166-4cee-a9b1-68ac1be43971,9e93372d-ae82-4370-a5f3-c2b4ab4c9590,40,cc208472-9d81-47c8-a86c-888d713bd284,65.98,EA,BATCH-94132
2cfea042-4e27-49c4-97be-e7ac2bb0f046,2165277b-9846-444a-a76c-5df5c3890cb5,17624dd4-22bb-4520-ac13-22d28786090a,10,3657e2ea-0055-47e2-96be-837f36090a1e,33.39,L,BATCH-48773
2080d21d-5628-4b87-8453-478508280fe7,2165277b-9846-444a-a76c-5df5c3890cb5,3c15934e-afb4-43f5-8f9a-fe9684715751,20,897626ce-5edf-4d27-a1e6-4f22a2b22f36,97.06,M,BATCH-26392
175c4112-3f40-42fb-ba2b-c0c170f0ac79,39195f6b-89df-4a01-8f9c-8ecd02c052a4,a31346f4-09f6-49a9-b39f-629260753731,10,3657e2ea-0055-47e2-96be-837f36090a1e,46.72,L,BATCH-62826
5234f4ee-45f7-4729-803d-ebeb45b0989f,a3b5e801-1d26-4a41-a4d2-a00a11ca584d,fc81b8e9-0757-4aee-93d5-5b0d88ab6464,10,3657e2ea-0055-47e2-96be-837f36090a1e,57.84,L,BATCH-16762
4e7cc05e-d9cc-432d-8c5c-82e6c35f05ed,a3b5e801-1d26-4a41-a4d2-a00a11ca584d,5a23ad85-3784-4125-978c-1cb5ca95ee78,20,2a647296-1fa3-49bc-8c17-c1238d4ff225,1.38,EA,BATCH-81377
e627a61c-3723-4509-91c1-d989042f5920,711e583d-edef-4d5c-ab33-f7b1c7900275,c9a7d1fa-cb98-4073-804c-2bfd88627ff7,10,63aeb6f6-eb50-464e-b2a7-1202b242b365,72.39,EA,BATCH-61850
6982a1b4-708c-44a1-afd6-f2c37087499b,711e583d-edef-4d5c-ab33-f7b1c7900275,e5377c7d-826f-401c-80e6-d348a4f13bf8,20,8f30334e-c4ed-4729-8217-39f3a5ecd019,25,EA,BATCH-57559
3f9af9d2-7e89-4f34-b3f6-52765c36bf36,711e583d-edef-4d5c-ab33-f7b1c7900275,e6e9b385-4d6b-40ef-84d0-43461aa69a7e,30,c3277893-1114-40fa-8be6-9f9823eb5647,11.4,EA,BATCH-15685
a60c470b-b306-4f6d-9d19-a28f58e6f71d,711e583d-edef-4d5c-ab33-f7b1c7900275,96ba4256-3a40-4ad1-98b9-cc01b525293c,40,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,51.76,M,BATCH-35889
75f5a377-5164-4198-b65d-ca2da0547bf2,890c6686-7bc8-4b31-b793-1e981350370b,582a3320-2177-4cbf-bb56-db907d360686,10,05663a58-f417-4410-9919-81dc296bc9de,11.46,KG,BATCH-11941
4d65c8fa-b2be-4276-8790-8a1bafdf14f4,890c6686-7bc8-4b31-b793-1e981350370b,65870bc9-0f74-4894-8deb-79d7004c59c3,20,79249b25-fc57-4b33-bce7-0d2f28d5448b,55.83,M,BATCH-53993
09e238d0-6bd2-4921-9e51-6825b4f4d572,890c6686-7bc8-4b31-b793-1e981350370b,f19dc0fd-ad29-4fdb-bc8a-5f199301f8e3,30,cf6a321a-ae89-4ee5-9ff3-2e826e06e09c,13.08,EA,BATCH-85956
a48cb99a-5979-4b13-8726-683ebe8aae19,890c6686-7bc8-4b31-b793-1e981350370b,56478e0d-81c6-40ba-a30c-602919a1b9a1,40,1669eed6-fd27-45e4-bbea-db85a5a0ad3c,94.05,EA,BATCH-98691
01c982dd-ee06-426e-9bcc-15063c653a15,541062ec-b7fc-472e-9652-9c9d584db125,a5862f1f-e406-4148-92c8-cd572a6eee92,10,f77d83ce-223c-49db-abe6-1ca3995e1d41,80.94,EA,BATCH-15947
be7be501-f4a8-4ba5-852b-3cd9c1ae55d3,541062ec-b7fc-472e-9652-9c9d584db125,dc8a82ea-4406-4b54-854b-a86c589a8853,20,4cbb1d69-dd4a-45ea-98f9-88012dac76c5,97.68,L,BATCH-64192
dcc4c00c-7045-49b9-bb9d-39a904d5a3de,541062ec-b7fc-472e-9652-9c9d584db125,75a15db7-4959-45b9-9b73-f25aeb156254,30,73f0312d-45f6-44db-a73e-8883074a27d4,32.81,EA,BATCH-77581
bcf6e871-8485-440a-8cba-c21343441dc1,541062ec-b7fc-472e-9652-9c9d584db125,fb6ce9dc-1886-434a-8d9f-1e81707da541,40,05663a58-f417-4410-9919-81dc296bc9de,90.8,KG,BATCH-44798
d7b77973-b51d-41d8-a4d1-2734cdd1d60a,02765e24-5b22-4d30-b795-ebfd38c1c67a,98fe37d4-afda-43f5-a16d-a5a909df221f,10,0565e145-c8eb-4e32-97b7-282a8988df64,25.97,EA,BATCH-89330
f231e53f-7a08-4e8f-8f66-a2dfac6833cb,02765e24-5b22-4d30-b795-ebfd38c1c67a,20865a0c-692b-4f8b-abc8-852e4533e0c1,20,eba730ba-f46f-4ecf-b893-63892637cf74,10.13,EA,BATCH-14987
0451b249-c455-4b9b-930f-f6d8d010a07d,02765e24-5b22-4d30-b795-ebfd38c1c67a,f05a700c-971d-414c-b288-ed6d78689f4e,30,b349fa67-df9a-428a-acdb-1459a9882d6a,89.99,M,BATCH-62947
856d5a5c-7b1d-48e2-9c85-38a107ff4db6,02765e24-5b22-4d30-b795-ebfd38c1c67a,928dc026-6599-434c-98d6-6a7aadcaecfd,40,b19f6295-6748-4092-97e7-2b8267f9b702,52.85,M,BATCH-95286
ff76b8cc-b037-44ac-98f1-dc040e57bd27,10c4ac21-3ff6-4267-bacb-f6b7d25d390a,a46cb235-e902-4415-ab1f-5d5e744055bb,10,f04ef0fa-f904-4af1-b2d1-4191ff13f344,17.16,L,BATCH-36554
bf1b62f1-f9d6-4bda-9d26-dac8768416fa,10c4ac21-3ff6-4267-bacb-f6b7d25d390a,ca2ff4f2-80b7-466c-9063-fb3da9e2b90f,20,9d03b734-5ff9-4578-98d6-66622cee846e,14.56,EA,BATCH-53278
c9210c3e-b1e0-4ba3-976b-d2f14fd7941c,10c4ac21-3ff6-4267-bacb-f6b7d25d390a,a741e8b0-9777-40c9-b76d-4ca89b20c14a,30,71f83dec-30ab-4261-95c1-9f924d4db3d6,38.41,EA,BATCH-98125
18b0fe8d-9129-40a2-b2e3-cc7067dc5ff2,10c4ac21-3ff6-4267-bacb-f6b7d25d390a,aab9ad19-962c-441e-94ef-1f97e5536061,40,65c739f9-760b-4757-ac7b-402d401e670c,63.34,EA,BATCH-50867
107c6973-c000-45a4-951f-de202737cd0b,c362ceae-de15-42c1-8f2b-4474d280fee1,52d67c6e-bbec-4e93-9626-0cbc84636ab6,10,936705d2-ba01-4342-a24b-f40c6fda6b56,12.38,KG,BATCH-81188
40bac923-54cc-4ddc-8485-cf1d3d72c73e,c362ceae-de15-42c1-8f2b-4474d280fee1,2e07c0f4-7925-4c1d-a387-b229bef377ce,20,108b2aea-5fb8-42e7-b62c-2588f95f4f40,24.82,M,BATCH-96367
7a304a9d-bf15-4500-ba54-3bc3562ae76f,c362ceae-de15-42c1-8f2b-4474d280fee1,e1984d17-4ce5-4b41-a173-d8bcda130231,30,1669eed6-fd27-45e4-bbea-db85a5a0ad3c,69.3,EA,BATCH-14489
e0dffa04-5a2d-4998-801f-3b9c26dec429,8b41dd17-1330-4b7d-a7a8-462178551a3c,a9bb4acc-4912-40e8-9995-433d8442e5af,10,936705d2-ba01-4342-a24b-f40c6fda6b56,2.43,KG,BATCH-30158
b9a2ea5f-02ba-4d25-9ea1-21b5de9d1b6e,c62d2ddd-924d-4d2d-b766-fbc264b46280,ba892552-9c74-4167-82af-47827b307a91,10,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,86.7,EA,BATCH-58750
41762c7f-9227-47dc-978f-671586062f7d,c62d2ddd-924d-4d2d-b766-fbc264b46280,d826edb2-cc18-4fe4-a746-c03cfea562e3,20,b19f6295-6748-4092-97e7-2b8267f9b702,32.53,M,BATCH-94574
04e118ba-362d-415f-8e08-c90fc325649b,32d21488-e884-458f-9525-98f708d0e624,24fc99e7-fd8c-4995-a6de-563a6dace401,10,cc208472-9d81-47c8-a86c-888d713bd284,18.44,EA,BATCH-39741
8b0e33ce-bb39-43a7-a2fd-5a2f7c4cbef0,32d21488-e884-458f-9525-98f708d0e624,20cb8cb6-1c75-4535-8556-11063a8409a9,20,3f8486a5-5a05-4011-a27a-59d0d1e19578,65.3,M,BATCH-19188
a1fbf52a-edd0-4bca-add8-b2a628bd3471,32d21488-e884-458f-9525-98f708d0e624,a1f6917f-e0e6-4544-8e1c-85d76e37b888,30,3657e2ea-0055-47e2-96be-837f36090a1e,42.43,L,BATCH-91952
3804708e-e25d-461e-ab5c-6c06c265fbad,48f41533-9506-4413-93ea-aac2df95978f,6f15a50d-29c7-4c11-9f87-8f84af5f60f7,10,0538f843-0ea1-4ce6-b379-b4c611fdce1d,54.24,EA,BATCH-95879
07a91eb3-3909-409f-9dad-82a643aac202,48f41533-9506-4413-93ea-aac2df95978f,f143f32f-d87c-45d0-91d9-4c37380dbe8e,20,5ec06018-e735-4226-8f50-3e576633a224,55.49,EA,BATCH-21023
69a4408d-de76-49c5-b38d-e81cffc5ec91,84c97bf8-a17a-4f81-b441-22486bfd7bb6,98b641f8-fa6e-48f7-ba04-70a23cf403ac,10,73f0312d-45f6-44db-a73e-8883074a27d4,92.54,EA,BATCH-83124
d945a335-72b2-45f4-b9ed-fc1d116b6e69,84c97bf8-a17a-4f81-b441-22486bfd7bb6,bef76da7-89da-49d3-942a-4f66e33b60dc,20,8212680e-288f-4a8e-8c15-7a6d69b07ed9,31.02,M,BATCH-95407
e0d2bce7-a722-4879-bae7-09eb25553358,7a58ac1e-9542-4ebd-8a88-63001b504331,1346d8cd-132b-461c-90c1-d75dcfaa88fe,10,6e455c06-71d3-4168-8af8-291022f89509,84.45,KG,BATCH-95820
