id,salesOrderId,itemNumber,materialId,description,quantity,unitOfMeasure,unitPrice,netAmount,taxAmount,currency,status
4f95e653-e1a9-4d70-8b47-7b6bdd36fc81,9b1284d5-bf99-4c58-accc-c5a019eb2a56,30,63aeb6f6-eb50-464e-b2a7-1202b242b365,Desk Lamp LED,58.13,EA,1233.07,71678.36,12902.1,USD,DELIVERED
b5dd8ff8-7a68-45d7-a40b-1b92da0bc0c0,b8bdc17e-16cb-4222-8d9c-4b510e519d91,10,d794c123-a890-43b9-a7f8-d596c2a8ed5a,Blister Pack Foil,47.33,EA,1310.69,62034.96,11166.29,USD,DELIVERED
9bf11386-77d1-47a4-a73f-97933841a712,b25af248-9c0d-4515-9c92-4075f42d0a0d,10,986df3f9-4f5c-4d8c-92b5-b64cefad4d71,Bubble Wrap Roll 50m,79.81,EA,134.34,10721.68,1929.9,USD,PARTIALLY_DELIVERED
4eda7108-4126-4c58-a4b5-952ff184ebeb,b25af248-9c0d-4515-9c92-4075f42d0a0d,20,c20787e9-9ce2-4abc-b51d-fd8918b5072c,Anti-Corrosion Spray,22.07,L,1589.73,35085.34,6315.36,USD,DELIVERED
a5c85639-6090-451e-8085-a309424bd4e6,b25af248-9c0d-4515-9c92-4075f42d0a0d,30,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,Plywood Board 18mm,9.72,M,1758.72,17094.76,3077.06,USD,DELIVERED
fd36d88e-c425-45b3-90bf-b030127ccc0f,751d0d8c-b03e-432a-a844-f3605d40c852,10,4863e377-26a3-4feb-9532-ffd35c4228ba,Standing Desk Frame,81.89,EA,699.5,57282.06,10310.77,USD,DELIVERED
8bcfc643-b83e-4f2c-bf0c-ed42a9167d75,751d0d8c-b03e-432a-a844-f3605d40c852,20,3657e2ea-0055-47e2-96be-837f36090a1e,Epoxy Resin Clear,5.88,L,1381.75,8124.69,1462.44,USD,DELIVERED
32755028-bdef-44d4-a9bd-6f08a844f501,242ec2ef-6eb1-4915-be98-ad6c9f61299d,10,b19f6295-6748-4092-97e7-2b8267f9b702,Aluminum Rod 10mm,56.25,M,326.94,18390.38,3310.27,USD,CANCELLED
2533773f-b86a-4af8-ae97-3c2138b26bb2,242ec2ef-6eb1-4915-be98-ad6c9f61299d,20,eb441e4c-7209-4ad8-949b-7dd500718446,Label Printer Roll,81.1,EA,1306.89,105988.78,19077.98,USD,CANCELLED
127d1f1d-2ccb-4271-b598-53730a3012a5,242ec2ef-6eb1-4915-be98-ad6c9f61299d,30,4cbb1d69-dd4a-45ea-98f9-88012dac76c5,Silicone Sealant,71.7,L,720.79,51680.64,9302.52,USD,CANCELLED
7d1eeb88-ee1e-41f2-89a0-bea01cb109e1,1acb6b56-fd7c-42eb-b1c4-818b4d464630,10,19d60529-c330-4086-a555-1df208027bf5,Timing Belt Kit,87.6,EA,602.92,52815.79,9506.84,USD,DELIVERED
8d0a5eb5-ee0a-493e-a863-238d5f2c41f8,336e362b-f383-4563-9495-ec411371daf2,10,0129d1e5-34be-432f-8d26-2a86547037eb,Wheat Flour 50kg,27.77,KG,1475.51,40974.91,7375.48,USD,DELIVERED
24a61b42-72ce-4baa-9266-82806cd65cc5,336e362b-f383-4563-9495-ec411371daf2,20,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,Acetone Technical Grade,99.59,L,777.51,77432.22,13937.8,USD,DELIVERED
28d649ed-d6d1-484a-8234-51b83f57bf51,08dcbbdd-1b0e-498f-b730-c6a82529accb,10,05663a58-f417-4410-9919-81dc296bc9de,Yeast Active 500g,53.93,KG,656,35378.08,6368.05,USD,OPEN
c2f18e82-c190-4380-8bac-da5737f557a1,08dcbbdd-1b0e-498f-b730-c6a82529accb,20,4c6feac5-6f20-46ec-9728-341ee162a94f,Sugar Refined 25kg,58.26,KG,87.32,5087.26,915.71,USD,OPEN
47b7fb62-5047-463f-ba5c-941608d77939,08dcbbdd-1b0e-498f-b730-c6a82529accb,30,3e9d4440-3f78-4da8-a691-54bce30640ab,Spark Plug Iridium,89.18,EA,1586.77,141508.15,25471.47,USD,OPEN
a4a84a4c-7ea6-4956-bbf3-6ad9a7ba4589,ba8ad031-f3bf-4fe6-b705-75db79eb67e4,10,8212680e-288f-4a8e-8c15-7a6d69b07ed9,Copper Wire Spool,76.27,M,1999.79,152523.98,27454.32,USD,DELIVERED
50c427bf-7659-4ed2-ba71-1c980deaa3ab,ba8ad031-f3bf-4fe6-b705-75db79eb67e4,20,63aeb6f6-eb50-464e-b2a7-1202b242b365,Desk Lamp LED,22.94,EA,1164.94,26723.72,4810.27,USD,DELIVERED
8e64e425-6f98-4f1c-bf6a-f6c59df93585,55684c9d-1fff-467e-9d2a-b17275135de1,10,23ad7741-05f2-4277-a4d5-ba0d88bd3389,Cleaning Agent B12,37.35,L,1701.81,63562.6,11441.27,USD,DELIVERED
0d38fbd9-7fcc-467e-8640-5176c648473c,55684c9d-1fff-467e-9d2a-b17275135de1,20,ef19e1a6-fbf1-4f06-b051-90eaf1e64f9b,Cotton Fabric Roll 50m,38.44,M,640.83,24633.51,4434.03,USD,DELIVERED
27f978d6-ed64-41db-85b5-8aacce569e81,d29c82a4-a8d6-4a02-a4a0-723542c88cc7,10,606bdfe1-a2d7-444a-adf8-b26de30af02e,Capsule Shell Gelatin,90.69,EA,884.58,80222.56,14440.06,USD,DELIVERED
77c16e82-2a19-4e88-9bc9-e8b2fde315d0,d29c82a4-a8d6-4a02-a4a0-723542c88cc7,20,cf6a321a-ae89-4ee5-9ff3-2e826e06e09c,Server Rack Unit,9.31,EA,2199.15,20474.09,3685.34,USD,DELIVERED
2e0f50c9-5cae-4225-8b8c-f6ff9c7281c9,b20d2275-5e3f-4f29-bc29-d9badd0980d1,10,8f30334e-c4ed-4729-8217-39f3a5ecd019,Brake Pad Set Front,27.25,EA,2148.39,58543.63,10537.85,USD,OPEN
8385c1b7-0f13-4b87-b5bd-09b465eb26b8,b20d2275-5e3f-4f29-bc29-d9badd0980d1,20,0ba6b064-c020-4397-9342-d2599bc6fdb4,Ergonomic Chair Pro,53.85,EA,1470.03,79161.12,14249,USD,OPEN
308329c9-2aaa-438a-bbbd-80258337181a,75ef3bec-0739-4e93-b7c5-92890872d439,10,8dfa4aa2-ee86-463a-9b40-e51f3627afba,Edge Protector 1m,23.23,EA,1035.16,24046.77,4328.42,USD,OPEN
8aec9c65-22ae-48ec-a10c-9e9f7ae758a8,4a51669d-34f3-48d7-a75e-60d16cbbe3c9,10,05663a58-f417-4410-9919-81dc296bc9de,Yeast Active 500g,86.15,KG,867.4,74726.51,13450.77,USD,PARTIALLY_DELIVERED
7880d86c-3809-4896-9b59-0d726d55166d,4a51669d-34f3-48d7-a75e-60d16cbbe3c9,20,f77d83ce-223c-49db-abe6-1ca3995e1d41,Binding Machine,33.81,EA,1290.63,43636.2,7854.52,USD,DELIVERED
ec844eec-c25f-40fc-82ee-498bc127dc65,aeb51d40-438b-40f8-8457-752b793692f6,10,923a40e7-4179-46a2-9e13-d3c5526167ac,Ethernet Adapter,53.18,EA,1818.76,96721.66,17409.9,USD,DELIVERED
74996cb2-cc44-4a2e-addb-f118b37acaeb,ad190d41-9b5d-4158-8514-2e1ee84de45f,10,cf6a321a-ae89-4ee5-9ff3-2e826e06e09c,Server Rack Unit,59.09,EA,2138.82,126382.87,22748.92,USD,DELIVERED
ae3abb99-8adf-4e70-9d86-8311d21f5c26,9164fbad-ba2f-4f4d-a59a-d5a4ef7d7d1b,10,048b08eb-6a25-4330-aee8-1d400d65d555,Wiper Blade Set,60.84,EA,1412.17,85916.42,15464.96,USD,DELIVERED
32e25287-b08f-4433-bcfa-e1fe7de99a07,9164fbad-ba2f-4f4d-a59a-d5a4ef7d7d1b,20,2d2943ca-b821-41dc-bace-076cf9cef22a,Glass Panel Tempered,63.36,M,1139.49,72198.09,12995.66,USD,DELIVERED
42a4bb6b-ea71-4b16-a168-9d09538ef056,9164fbad-ba2f-4f4d-a59a-d5a4ef7d7d1b,30,05663a58-f417-4410-9919-81dc296bc9de,Yeast Active 500g,14.76,KG,928.49,13704.51,2466.81,USD,DELIVERED
2e4ffe8e-67b2-49e9-9722-1fde9bc93ed9,23757334-df03-4775-ab35-e3aafcc434fa,10,62ff749f-d361-43f1-9752-4e95965739ef,Wool Blend Yarn 1kg,7.66,M,1090.5,8353.23,1503.58,USD,DELIVERED
903daae5-e737-40cf-ad41-d12bc1c9c85d,bc7fc8ec-891d-437e-8eee-ff356386edbd,10,60166674-8ba3-4b7f-a8a1-856fad1236cb,LED Display Panel,60.42,EA,1230.72,74360.1,13384.82,USD,OPEN
dddcb4d4-1fa6-4f9c-83c8-10844520b42d,bc7fc8ec-891d-437e-8eee-ff356386edbd,20,9e1cafad-c22b-49d9-b8f7-a5939155ab18,Paracetamol Bulk 25kg,91.79,EA,1018.88,93523,16834.14,USD,OPEN
e3054cc5-b196-4380-8f0d-1c7809bba709,bc7fc8ec-891d-437e-8eee-ff356386edbd,30,923a40e7-4179-46a2-9e13-d3c5526167ac,Ethernet Adapter,80.17,EA,1787.01,143264.59,25787.63,USD,OPEN
5aaae8f1-e280-4060-a18a-b1b0d7ab5fe4,de48188c-646e-4a23-8880-f0f2575918d6,10,4c6feac5-6f20-46ec-9728-341ee162a94f,Sugar Refined 25kg,40.99,KG,83.13,3407.5,613.35,USD,DELIVERED
fc2acea2-3cf7-46be-859f-cd77ccec3585,de48188c-646e-4a23-8880-f0f2575918d6,20,55b9a745-66ce-4c3a-b79e-9b38fb0d831a,Toner Cartridge Black,54.93,EA,2198.98,120789.97,21742.19,USD,DELIVERED
1dde1229-d3be-43ca-a220-807d99bf286f,de48188c-646e-4a23-8880-f0f2575918d6,30,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,Plywood Board 18mm,70.68,M,2004.21,141657.56,25498.36,USD,DELIVERED
85424d61-1474-4e37-88f6-db5062657121,fc87785e-fd64-4924-b29e-e23ac914b256,10,942d50b8-1d33-42b9-af10-03ede4f4e736,pH Buffer Solution,54.73,L,961.35,52614.69,9470.64,USD,DELIVERED
33c37695-01d4-45f9-b228-d8578b417521,fc87785e-fd64-4924-b29e-e23ac914b256,20,398ff173-86e4-4b2f-a929-3221e8d239c6,Wireless Router,55,EA,1465.29,80590.95,14506.37,USD,DELIVERED
cad46eca-fffc-4869-a2d3-0e09ac1da0c7,fc87785e-fd64-4924-b29e-e23ac914b256,30,7b659ef4-3894-44e2-a994-b9eb07053586,Packing Tape Heavy,66.8,EA,1313.93,87770.52,15798.69,USD,DELIVERED
7394d4d6-a07b-40dc-b8d1-cc7742694a26,fc87785e-fd64-4924-b29e-e23ac914b256,40,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,Ibuprofen Powder API,64.77,EA,1714.15,111025.5,19984.59,USD,DELIVERED
eb88e418-a4ab-4d7c-b4e9-34ed3a4029df,9781dbd6-3644-4a9a-8138-a7a9d1ec3bff,10,5f1eb726-585c-4028-bba8-1b91653588fa,Bearing Set Industrial,73.34,EA,277.55,20355.52,3663.99,USD,OPEN
6beb9279-b765-488e-bb4a-1327aecf8940,9781dbd6-3644-4a9a-8138-a7a9d1ec3bff,20,3f8486a5-5a05-4011-a27a-59d0d1e19578,Stainless Steel Bolt Kit,20.31,M,369.16,7497.64,1349.58,USD,OPEN
32df1db7-41f9-4218-b4b2-ea58979e28c2,9781dbd6-3644-4a9a-8138-a7a9d1ec3bff,30,3657e2ea-0055-47e2-96be-837f36090a1e,Epoxy Resin Clear,18.9,L,1683.41,31816.45,5726.96,USD,OPEN
7c3cf53c-d5f2-4ae1-bcec-62ec4b6ab68e,9781dbd6-3644-4a9a-8138-a7a9d1ec3bff,40,f77d83ce-223c-49db-abe6-1ca3995e1d41,Binding Machine,93.41,EA,1052.24,98289.74,17692.15,USD,OPEN
f56544be-a1c2-48c7-bb77-154948ce93c8,e18c6cd7-0691-42b4-94d4-b73d8e491ebb,10,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,Acetone Technical Grade,71.92,L,936.39,67345.17,12122.13,USD,DELIVERED
5e03df01-8dbd-4886-b8e0-627465d75ebc,e18c6cd7-0691-42b4-94d4-b73d8e491ebb,20,7bfcf829-7d62-4fc6-9c9c-fd9998125eae,Fuel Pump Electric,14.9,EA,1232.24,18360.38,3304.87,USD,DELIVERED
e0e5ab6f-af26-4620-a29d-a5a4e772a88b,e18c6cd7-0691-42b4-94d4-b73d8e491ebb,30,be1d466d-3f31-440e-b94d-6a8e92106328,Saline Solution IV,9.07,EA,1749.09,15864.25,2855.57,USD,DELIVERED
5cb007ed-5394-4dc9-9ab3-5ab07a1e3bb8,c44369bc-ec0d-4d4d-950d-4991481c3ce7,10,ec447f33-911d-4b35-8e2a-bc14096d88b8,Lathe Chuck 8-inch,3.47,EA,832.99,2890.48,520.29,USD,CANCELLED
0c43ece3-d6f7-4600-8a17-67aaf205f41d,c44369bc-ec0d-4d4d-950d-4991481c3ce7,20,048b08eb-6a25-4330-aee8-1d400d65d555,Wiper Blade Set,39.63,EA,1561.51,61882.64,11138.88,USD,CANCELLED
f397404e-c44f-49f7-9774-7037919c76ce,c44369bc-ec0d-4d4d-950d-4991481c3ce7,30,b19f6295-6748-4092-97e7-2b8267f9b702,Aluminum Rod 10mm,33.9,M,341.61,11580.58,2084.5,USD,CANCELLED
df5d8ae9-c207-4cce-8b43-7e29dbce9259,6c8e7d11-3f2f-4c37-8178-1ef96e9029eb,10,048b08eb-6a25-4330-aee8-1d400d65d555,Wiper Blade Set,77.83,EA,1581.11,123057.79,22150.4,USD,CANCELLED
c737848b-c5dc-4a28-a53e-98f11d9a0656,6c8e7d11-3f2f-4c37-8178-1ef96e9029eb,20,ce201345-9fac-4c1b-bf5d-7469a536e0d8,Vitamin C Granules,72.21,EA,2051.83,148162.64,26669.28,USD,CANCELLED
69ccb46c-7425-4aa6-8014-5d3c524501e3,6c8e7d11-3f2f-4c37-8178-1ef96e9029eb,30,79249b25-fc57-4b33-bce7-0d2f28d5448b,Polyester Thread Spool,25.08,M,1387.27,34792.73,6262.69,USD,CANCELLED
c3fcba77-cd5a-4350-964f-0b42a9d7347d,8f42b39f-51ff-422b-bf5d-cc6b2c065f8a,10,55b9a745-66ce-4c3a-b79e-9b38fb0d831a,Toner Cartridge Black,23.48,EA,1717.5,40326.9,7258.84,USD,OPEN
fae8eecb-efee-4abb-b592-3ac39242aa75,8f42b39f-51ff-422b-bf5d-cc6b2c065f8a,20,398ff173-86e4-4b2f-a929-3221e8d239c6,Wireless Router,50.4,EA,1534.13,77320.15,13917.63,USD,OPEN
2c9203b3-825b-4f4b-961d-c62c936c8e08,8f42b39f-51ff-422b-bf5d-cc6b2c065f8a,30,942d50b8-1d33-42b9-af10-03ede4f4e736,pH Buffer Solution,28.97,L,838.19,24282.36,4370.82,USD,OPEN
ec5ab2a4-8f85-4d1f-a160-4b48b082c25b,8f42b39f-51ff-422b-bf5d-cc6b2c065f8a,40,23ad7741-05f2-4277-a4d5-ba0d88bd3389,Cleaning Agent B12,20.97,L,1377.49,28885.97,5199.47,USD,OPEN
c92d2c95-1039-421d-b45e-b22e4c8ffa83,ccdbd9aa-b5a0-4091-a982-220a6dafe6dd,10,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,Rubber Sheet 5mm,63.13,M,1460.16,92179.9,16592.38,USD,OPEN
350f00e8-2062-4597-a81d-df1cd85b24a2,ccdbd9aa-b5a0-4091-a982-220a6dafe6dd,20,f30185ab-136d-4e90-a6dc-022f1fb00542,Radiator Assembly,1.35,EA,479.48,647.3,116.51,USD,OPEN
cbf2218b-22fd-4456-8e59-578881805260,ccdbd9aa-b5a0-4091-a982-220a6dafe6dd,30,eb441e4c-7209-4ad8-949b-7dd500718446,Label Printer Roll,34.3,EA,1151.36,39491.65,7108.5,USD,OPEN
7ebc621f-ad35-41af-9761-1ebf11c8ff41,ccdbd9aa-b5a0-4091-a982-220a6dafe6dd,40,e8d510ea-fe69-4369-b50c-de4c7f906648,Poly Mailer Large,50,EA,1887.16,94358,16984.44,USD,OPEN
c11900f4-387f-45c7-9146-bf94a75d3e98,3d5e196e-7b43-46d3-a276-ff55bf719d47,10,1ddc7586-3513-4258-affb-374e39a30335,Disinfectant Liquid 5L,22.12,EA,1185.87,26231.44,4721.66,USD,DELIVERED
f36f3382-748f-4e36-96e6-ef72df5a99a3,fc1f8905-c9b0-478a-a91b-146fca4ea9f6,10,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,Rubber Sheet 5mm,54.38,M,1579.38,85886.68,15459.6,USD,OPEN
256f4a85-5cf5-4505-996b-9b55da01c907,fc1f8905-c9b0-478a-a91b-146fca4ea9f6,20,a1d7d628-88c0-44c2-91fa-6e3702e0c936,Silk Fabric Premium,64.29,M,1571.53,101033.66,18186.06,USD,OPEN
695ffc59-28ec-4ef3-9fd6-84a569819deb,fc1f8905-c9b0-478a-a91b-146fca4ea9f6,30,9f2ef52a-e72e-4b39-bb4e-c3775a065999,Canvas Tarpaulin,16.91,M,1181.88,19985.59,3597.41,USD,OPEN
32a86467-0016-4033-843f-98a9b01b05ce,a147d9dd-a50a-4de9-90f5-33c2461f0458,10,eb441e4c-7209-4ad8-949b-7dd500718446,Label Printer Roll,86.8,EA,1348.09,117014.21,21062.56,USD,DELIVERED
7a8e474a-ef14-49eb-a58a-bbae9a61d36f,a147d9dd-a50a-4de9-90f5-33c2461f0458,20,3657e2ea-0055-47e2-96be-837f36090a1e,Epoxy Resin Clear,33.93,L,1488.83,50516,9092.88,USD,DELIVERED
639f3849-fe14-4fa7-b48a-93854e5d235b,a147d9dd-a50a-4de9-90f5-33c2461f0458,30,3e9d4440-3f78-4da8-a691-54bce30640ab,Spark Plug Iridium,74.06,EA,1664.33,123260.28,22186.85,USD,DELIVERED
7b55b73c-da30-45e4-8653-c803c110c336,7ddec93c-eec1-4e53-b80e-3b9bec9d1ec8,10,916f33e7-d13f-4488-88f9-2788366d06f6,Headlight Bulb LED,27.21,EA,769.58,20940.27,3769.25,USD,DELIVERED
3ef6296f-0df2-4b2b-b0ef-308af895abb3,7ddec93c-eec1-4e53-b80e-3b9bec9d1ec8,20,4863e377-26a3-4feb-9532-ffd35c4228ba,Standing Desk Frame,50.31,EA,515.18,25918.71,4665.37,USD,DELIVERED
c6666513-6829-4c5a-aca4-7c1e0cd3c093,7ddec93c-eec1-4e53-b80e-3b9bec9d1ec8,30,897626ce-5edf-4d27-a1e6-4f22a2b22f36,Velcro Strip 5m,32.54,M,329.6,10725.18,1930.53,USD,DELIVERED
8742972c-90dc-4e3b-9a07-e247bbaf2051,7ddec93c-eec1-4e53-b80e-3b9bec9d1ec8,40,1669eed6-fd27-45e4-bbea-db85a5a0ad3c,Gear Box Assembly,80.34,EA,731.19,58743.8,10573.88,USD,DELIVERED
0ed0f3a1-1eb9-475f-a89d-cce60b130753,3ad10045-8468-49bd-a03e-ea56c622b154,10,5f1eb726-585c-4028-bba8-1b91653588fa,Bearing Set Industrial,72.18,EA,357.49,25803.63,4644.65,USD,CANCELLED
e17164a6-944f-44d3-95dd-1d8f6d8799d6,3ad10045-8468-49bd-a03e-ea56c622b154,20,313b0b29-2123-4f94-b393-fd84e96d14b2,Stretch Film Pallet,90.61,EA,339.52,30763.91,5537.5,USD,CANCELLED
08f024db-8d52-4889-9f19-d5cddedad332,0975f98e-6cb9-4b09-ad54-8df7e9c2f9d0,10,3f8486a5-5a05-4011-a27a-59d0d1e19578,Stainless Steel Bolt Kit,87.36,M,382.32,33399.48,6011.91,USD,DELIVERED
337b2b96-48a5-44d7-a8b0-e13d4113842f,ec55b93e-946d-4681-8d8f-880b0b8f86c4,10,3657e2ea-0055-47e2-96be-837f36090a1e,Epoxy Resin Clear,18.3,L,1362.68,24937.04,4488.67,USD,OPEN
c8ee06ee-c3d8-4d8c-a7bc-2dba50838acd,ec55b93e-946d-4681-8d8f-880b0b8f86c4,20,4c330d88-57ac-4568-81e2-e1299fdec989,Projector HD 4000,29.96,EA,26.33,788.85,141.99,USD,OPEN
287e51a8-e557-4c7d-947d-c7901896cbb4,ec55b93e-946d-4681-8d8f-880b0b8f86c4,30,ce201345-9fac-4c1b-bf5d-7469a536e0d8,Vitamin C Granules,59.1,EA,2022.56,119533.3,21515.99,USD,OPEN
1718e27d-083a-4c37-bcea-fbaab570a38a,ec55b93e-946d-4681-8d8f-880b0b8f86c4,40,eb441e4c-7209-4ad8-949b-7dd500718446,Label Printer Roll,7.25,EA,1074.94,7793.32,1402.8,USD,OPEN
030288b7-d5eb-449a-92a2-8491b29d6202,ed2ccafe-d1a0-4935-88e1-962ef8033d2f,10,45bfc536-a3fb-4051-aed1-77ba0c422b3c,Cooling Fan Assembly,14.73,EA,486.5,7166.15,1289.91,USD,CANCELLED
a5228466-09de-4f95-848d-9bb31f1668af,ed2ccafe-d1a0-4935-88e1-962ef8033d2f,20,923a40e7-4179-46a2-9e13-d3c5526167ac,Ethernet Adapter,45.18,EA,1701.69,76882.35,13838.82,USD,CANCELLED
7e80dbcf-4820-4a88-92db-75010ed7e6d8,ed2ccafe-d1a0-4935-88e1-962ef8033d2f,30,ce201345-9fac-4c1b-bf5d-7469a536e0d8,Vitamin C Granules,89.16,EA,1633.59,145650.88,26217.16,USD,CANCELLED
118e89d0-4a96-48ea-a870-5d02e71304b2,6fca3426-6600-4fa4-a51c-0762567b8afa,10,936705d2-ba01-4342-a24b-f40c6fda6b56,Vanilla Extract 1L,92.94,KG,1390.77,129258.16,23266.47,USD,OPEN
4001c482-436b-42e8-8e5c-3cc55400a283,6fca3426-6600-4fa4-a51c-0762567b8afa,20,0565e145-c8eb-4e32-97b7-282a8988df64,Whiteboard 120cm,86.01,EA,462.46,39776.18,7159.71,USD,OPEN
4731bf8b-93e2-4048-af5d-515a5e40445e,6fca3426-6600-4fa4-a51c-0762567b8afa,30,3f8486a5-5a05-4011-a27a-59d0d1e19578,Stainless Steel Bolt Kit,4.99,M,447.79,2234.47,402.2,USD,OPEN
c03c1396-ac6f-49f7-9bc5-7a330d246608,6fca3426-6600-4fa4-a51c-0762567b8afa,40,b349fa67-df9a-428a-acdb-1459a9882d6a,Steel Sheet 2mm,19.53,M,466.44,9109.57,1639.72,USD,OPEN
ca799443-c29d-475c-9910-38102122b9b4,a50b633a-1636-4666-af54-efc92682ce0d,10,e8d510ea-fe69-4369-b50c-de4c7f906648,Poly Mailer Large,2.33,EA,1926.8,4489.44,808.1,USD,OPEN
3f32d4f5-b1df-4194-b08f-3ee379103ee4,a50b633a-1636-4666-af54-efc92682ce0d,20,2c05ae69-6cfe-4a2e-8f9f-19a5071d2e04,CNC Spindle Motor,78.35,EA,1787.59,140057.68,25210.38,USD,OPEN
77ecb415-47fa-4750-9516-ed5a67c20b50,a50b633a-1636-4666-af54-efc92682ce0d,30,3f8486a5-5a05-4011-a27a-59d0d1e19578,Stainless Steel Bolt Kit,41.77,M,365.5,15266.94,2748.05,USD,OPEN
6df51545-1690-4731-bbb0-d16a2ca65a79,4a528794-bdf9-47c2-856c-b65b1ad3e703,10,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,Plywood Board 18mm,39.84,M,1751.11,69764.22,12557.56,USD,PARTIALLY_DELIVERED
8ab4ec5d-c935-4887-8b28-348c3fd837ed,4a528794-bdf9-47c2-856c-b65b1ad3e703,20,0ba6b064-c020-4397-9342-d2599bc6fdb4,Ergonomic Chair Pro,61.69,EA,1277.89,78833.03,14189.95,USD,DELIVERED
48d4d8a5-769c-4b99-8d06-4e8affe905c4,4a528794-bdf9-47c2-856c-b65b1ad3e703,30,9f2ef52a-e72e-4b39-bb4e-c3775a065999,Canvas Tarpaulin,93.13,M,935.58,87130.57,15683.5,USD,DELIVERED
3e4aeabb-7681-4fa4-a289-ef85e83f00b8,cfb151a1-252b-46d4-a6b3-fa3d43289c19,10,65c739f9-760b-4757-ac7b-402d401e670c,Hydraulic Pump HP-200,83.51,EA,50.25,4196.38,755.35,USD,DELIVERED
9768eecd-e728-4ad8-a186-ab0f336233ee,cfb151a1-252b-46d4-a6b3-fa3d43289c19,20,1669eed6-fd27-45e4-bbea-db85a5a0ad3c,Gear Box Assembly,81.04,EA,866.38,70211.44,12638.06,USD,DELIVERED
221284d5-f6e8-4cb0-b2cc-4c2e5ce45a5b,cfb151a1-252b-46d4-a6b3-fa3d43289c19,30,a802c0b1-d9cc-4fc5-8ed7-fbdaadaf0368,Shock Absorber Pair,12.92,EA,1715.56,22165.04,3989.71,USD,DELIVERED
c523e412-8aa5-40ec-bf9a-e4c92988b220,cfb151a1-252b-46d4-a6b3-fa3d43289c19,40,b2e3333f-7123-4a91-8a57-9180e07b840b,Void Fill Paper,91.61,EA,1032.14,94554.35,17019.78,USD,DELIVERED
af9437ee-11a7-4fbd-903b-aed1bc3d5f53,cb896172-6313-4028-bd86-af278dd2d9f3,10,3f8486a5-5a05-4011-a27a-59d0d1e19578,Stainless Steel Bolt Kit,66.04,M,413.14,27283.77,4911.08,USD,DELIVERED
8e473444-159e-44ba-8e42-128b94a06e22,4295369e-d3f5-4be4-925f-bd4639e90a5a,10,903b109a-a48e-4805-bf97-eeb56a6e5694,Pneumatic Cylinder,56.09,EA,427.73,23991.38,4318.45,USD,DELIVERED
1a909b0e-050d-4aed-ac38-1565cd0df013,2e16574b-ee73-4d97-b724-c06885941754,10,897626ce-5edf-4d27-a1e6-4f22a2b22f36,Velcro Strip 5m,67.45,M,283.93,19151.08,3447.19,USD,DELIVERED
5e7ef57e-1794-410d-96d7-3ff6a1563691,2e16574b-ee73-4d97-b724-c06885941754,20,5ec06018-e735-4226-8f50-3e576633a224,Face Mask N95,25.98,EA,672.41,17469.21,3144.46,USD,DELIVERED
14945f0a-15c3-4304-9b35-bd6fdbde5eb0,f7c3ea06-392a-4a18-a345-af145cc33571,10,f9fd9f2b-bd7c-403d-9288-601ec002fdeb,Oil Filter Standard,43.24,EA,273.89,11843,2131.74,USD,OPEN
04763fa2-40c7-4b62-aa6b-9e4eb003f576,0d8697af-a4a5-4e54-bd06-c8e1b4cd0ca2,10,7c2b9c81-5019-4515-be37-fab9c68881f0,Elastic Band Roll,95.19,M,98,9328.62,1679.15,USD,DELIVERED
daf833e2-ef00-4d05-a24f-558c9a4539e3,0d8697af-a4a5-4e54-bd06-c8e1b4cd0ca2,20,e8d510ea-fe69-4369-b50c-de4c7f906648,Poly Mailer Large,81.29,EA,2173.5,176683.82,31803.09,USD,DELIVERED
2cad6397-8e35-4189-9f52-4ad9826bab71,0d8697af-a4a5-4e54-bd06-c8e1b4cd0ca2,30,62ff749f-d361-43f1-9752-4e95965739ef,Wool Blend Yarn 1kg,50.76,M,1553.56,78858.71,14194.57,USD,DELIVERED
e2ba0541-cfdb-480d-adf6-e126fa49c5e5,0d8697af-a4a5-4e54-bd06-c8e1b4cd0ca2,40,2f6695f6-c0f8-4361-813f-96dcab7d7341,UPS Battery Pack,97.71,EA,535.15,52289.51,9412.11,USD,DELIVERED
44bb38e7-1212-4c75-8cbf-de343c5e694d,ad3894e7-4d0f-4a1d-9def-e49171ab3e29,10,5ec06018-e735-4226-8f50-3e576633a224,Face Mask N95,51.36,EA,587.18,30157.56,5428.36,USD,CANCELLED
d40a0851-2c2b-440a-ba3e-13873692e192,ad3894e7-4d0f-4a1d-9def-e49171ab3e29,20,7b659ef4-3894-44e2-a994-b9eb07053586,Packing Tape Heavy,65.24,EA,969.72,63264.53,11387.62,USD,CANCELLED
8990154f-bc57-464d-b792-fd0e334c1a6a,ad3894e7-4d0f-4a1d-9def-e49171ab3e29,30,eba730ba-f46f-4ecf-b893-63892637cf74,Filing Cabinet 4-Drawer,12.96,EA,783.55,10154.81,1827.87,USD,CANCELLED
